ID,Aleppo,Alexandria,Algiers,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddah,Jerusalem,Khartoum,Mosul,MSA,Muscat,Rabat,Riyadh,Salt,Sanaa,Sfax,Tripoli,Tunis
9862,"الطريق للنجاح ""جينمياكو""، صح؟","الطريق للنجاح ""جينمياكو، صح؟","طريق النجاح ""جينمياكو""، هكذا؟","الطريق للنجاح جنماكو""، صح؟",طريق النجاح لجنمياكو، صح؟,"الطريق للنجاح ""جينماياكو""، مو؟","الطريق للنجاح""جينمياكو"" صح؟",طريق النجاح هوي جيمياكو، صح؟,"طريق النجاح هو""جينميكو، ""صح؟","طريق النجاح الاتصالات الشخصية ""جينماكو""، كده؟","طريق النجاح هوة ""جينمياكو""، صح؟","الطريق للنجاح ""جينمياكو""، صح؟","الطريق للنجاح ""جينمياكو""، بصح؟","طريق النجاح هو""جينمياكو، صح؟","طريق النجاح ""جينمياكو""، صح؟","الطريق للنجاح ""جنمياكو""، صاح؟","الطريق للنجاح ""جنمياكو، صح؟",الطريق النجاح جينمياكو حقاً,"الطريق النجاح ""جينمياكو""، صح؟","طريق النجاح ""جينمياكو""، بالصح؟","الطريق للنجاح ""جنمياكو""، صح؟","الطريقل للنجاح ""جينمياكو"" صح؟",الطريق للنجاح جينمياكو، صح؟,"طريق النجاح ""جينمايوكو"" موش مكا؟","طريق النجاح هوا جينمياكو""، مضبوط؟","الطريق للنجاح ""جينمياكي""، صحيح؟"
9866,أوصل ع فندقك حوالي الساعة تسعة المسا.,هوصل الأوتيل بتاعك حوالى تسعة بالليل.,نوصل للفندق ديالكم الساعة التاسعة ونص ليلا.,أوصل لفندقك حوالي الساعة تسعة بالليل.,هوصل عندك الفندق حوالي الساعة تسعة بليل.,اوصل للفندق مالتكم حوالي الساعة تسعة بالليل.,اوصل لفندقك بحدود التسعة بالليل.,بوصل عالأوتيل لعندك حوالي التسعة المسا,حنوصل لهوتيلك التسعه الليل.,حأوصل الاوتيل بتاعك عالساعة تسعة بليل,أوصل عالأوتيل تبعك عالتسعة المسا تقريباً.,بوصل فندقكم الساعة تسع فالليل.,غادي نوصل للفندق فتقريبا التاسعة ديال الليل.,حوصل الفندق حقك تسعة المساء.,أوصل أوتيلاك بحدود الساعة تسعة المسا.,ح اوصل لفندقك تسعة مساء.,غاح اصل للفندق مالتك بحدود التسعه المغب.,سأصل فندقكم حوالي الساعة التاسعة مساءاً,بوصل الفندق حوالي التاسعة مساء.,غادي نوصل للأوطيل ديالك التسعود دالليل.,بوصل لفندقك حوالي الساعة تسعة المساء.,لفندقك حوالي الساعة تسعة المسا,شوصل لحقك الفندق تسع الليل.,باش نجي للوتيل متاعك الثمنية متاع الليل.,حنوصل للهوتيل متاعك التسعه الليل.,باش نوصل للوتيل متاعك تقريب التسعا متاع الليل.
9885,معي حوالي ألفين وخمسمية دولار عالين الياباني.,معايا حوالى ألفين وخمسويت دولار بالين اليابانى.,عندي حوالي ألفين خمسمئة دولار ين ياباني.,معي حوالي ألفين وخمسميت دولار بالين الياباني.,معايا حوالي الفين وخمسماية دولار بالين الياباني.,عندي حوالي الفين وخمسميت دولار بالين الياباني.,عندي الفين وخمسمية دولار بالي الياباني.,معي شي الفين خمسمية دولار بالين الياباني,عندي حوالي الفين خمسميه دولار بالين الياباني.,معايا حوالي الفين خمسميت دولار بالين الياباني,معي حوالي ألفين وخمسمية دولار بالين الياباني.,عندي تقريباً ألفين وخمسمية دولار بالين الياباني.,عندي تقريبا ألفي وخمسمائة دولار بالين الياباني.,عندي تقريباً الفين وخمسمية دولار بالين اليأباني.,معي تقريباً ألفين خمسمية دولار بالين الياباني.,عندي حوالي ألفين خمسمية دولار بالين الياباني.,عندي حوالي الفين وخمسميت دولار بالين الياباني.,يوجد حوالي ألفي وخمسمائة دولار بالين الياباني,عندي حوالي ألفي وخمسمائة دولار بالين الياباني.,عندي تقريبا ألفين خمسمية دولار بالين الياباني.,عندي تقريبا الفين خمس مئة دولار بالين الياباني.,معي حوالي الفين خمسمية دولار بالين الياباني,معي حوالي ألفين وخمسمية دولار الين الياباني.,عندي قرابة الفين خمسمية دولار باليان الياباني.,عندي تقريبا الفين خمسمية دولار بالين الياباني.,عندي تقريب ألفين وخمسا ميات دولار باليان الياباني.
9903,إي، منعمل. أفرجيك كم واحد.,آه، بنعمل. هوريك شوية.,إيه. دوك نوريهولك.,اه، منعمل. أورجيك شوي.,ايوة، بنعمل. هوريك عينة.,نعم، عدنا. اشوفك بعضها.,اي، نسوي. اراويك قسم.,عنا فرجيك,اها، نحنا نديرو توا نوريك شوية.,ايوه، حصل حأوريلك شويه,اي، صحيح. ورجيك شوي.,اي، نسوي. بوريك كم واحد.,نعم، درنا. غادي نوريك شوية.,أيوا، طبعاً. حوريك بعضها.,أه، عنا. أفرجيك شوي منهم.,نعم، نفعل. ح أوريك بعضه.,اي، نحنه نعمل. غاح اشوفك شويه.,تفعل سأريك بعضاً,فعلنا. براويك بعض.,واخا، غادي نوريليك منهم.,ايه، نسوي. بوريك بعضها.,عملنا افرجيك شوي,ايوه، بنفعل. شاوريك شويه.,ايه، باش نوريكم.,ايه، عندنا. خلي نوريك منهم.,إيه. تو نوريهولك.
9906,حبوب منومة.,عاوز حبوب منومة.,راني حاب حبوب منومة.,حبوب منومة.,كنت عاوز حبوب منومة,اريد حبوب منومة.,اريد فد حبوب منومة.,حبوب منوم,نبي حبوب منومة.,عايز حبوب منومة,شوية حبوب منومة.,بغيت حبوب تنوم.,بغيت شوية ديال الحبوب المنومة.,أبا حبوب منومة.,حبوب منوم.,داير بعض حبوب نوم.,اغيد شويه حبوب تنوم.,أبغي بعض الأقراص المنومة,ابغا بعض الحبوب المنومة.,بغيت شي أقراص منومة.,ابغى حبوب منومة.,شوية حبوب منومة,أشتي شوية حبوب منوم.,نحب طوابع نوم.,نبي حبوب ترقد.,نحب حرابش منومة.
9910,أضل للساعة تسعة. بتمنى أنك تمسك المجرم بأسرع وقت ممكن.,هكون يوم تسعة. أتمنى تقبض المجرم فى أقرب وقت ممكن.,راني التاسع. نتمنى تحكمو المجرم بأقصى سرعة.,أضل تسعة الشهر. بتمنى إنكم تلاقوا المجرم بأسرع وقت.,هكون يوم تسعة. يا ريت تقبض المجرم اقرب وقت ممكن.,اكون موجود التسعة. اتمنى تلزمون المجرم باسرع وقت ممكن.,ابقى للتاسع. اتمنى تلزم المجرج باقرب وقت ممكن.,ابقى لتسعة الشهر. بتمنى تلقطو المجرم بأسرع وقت,حنقعد يوم تسعة. امل انك تمسك المجرم بأقصى وقت ممكن.,حاكون لغايه يوم تسعة اتمنى انكم تقبضو عالمجرم بسرعة,ضل لتسعة الشهر. بتمنا تمسك المجرم بأسرع وقت.,بكون تسعة الشهر. شاء الله تصيدون المجرم اقرب وقت.,غادي نكون التاسع. كنتمنى تشد المجرم أقرب وقت ممكن.,حكون تسعة. أتمنى انك تقبض المجرج بسرعة.,أضل لتسعة الشهر. بتمنى تمسكو المجرم بأسرع وقت ممكن.,ح أكون التاسع. بأمل انك تقبض المجرمين بسرعة قدر الإمكان.,غاح ابقى يوم تسعه. اتمنى تمسكون المجرم باقرب وقت ممكن.,سأكون التاسعة يحدوني الأمل تتمكن القبض المجرم أقرب وقت,بكون اهني التسع. آمل تقبض المجرم أقرب وقت ممكن.,غادي نكون للتسعود. كانتمنى تشد المجرم فأقرب وقت.,بكون اليوم التاسع. أتمنى تمسك المجرم بأسرع يمكن.,اكون للساعة تسعة اتمني انك تمسك المجرم باسرع وقت,شاكون هانا للساعه تسع. أتمنى أنك تمسك المجرم أقرب وقت ممكن.,لنهار تسعة. نتمنى تشدوا المجرم فيسع.,حنكون غادي يوم تسعه. شاء الله تشدو المجرم باسرع يمكن.,لنهار تسعا. نتمنى تشدو المجرم أسرع وقت.
9945,متأكد أنو المجرم قريب.,متأكد المجرم قريب.,راني متأكد بلي المجرم ماهوش بعيد.,متأكد المجرم قريب.,متاكد المجرم قربي هنا.,متأكد المجرم هنا.,متاكد المجرم قريب.,متأكد المجرم قريب.,متأكد المجرم قريب.,متأكد المجرم قريب,متأكد أنه المجرم قريب.,متأكد المجرم قريب.,متأكد بلي المجرم قريب.,متاكد المجرم قريب.,متأكد المجرم قريب.,متأكد المجرم قريب.,متاكد المجرم قغيب.,إنني يقين المجرم قريب,متأكد المجرم قريب.,متأكد المجرم راه قريب.,متأكد المجرم قريب.,متأكد انو المجرم قريب.,متأكد المجرم قريب.,متاكد كون المجرم موش بعيد.,متاكد المجرم قريب.,متأكد إنو المجرم موش بعيد.
9948,عشر طوابع سمحت.,عشر طوابع سمحت.,عشرة طوابع، فضلك.,عشر طوابع سمحت.,عشر طوابع سمحت.,عشر طوابع، رجاءً.,عشر اختام رجاءا.,عشر طوابع بتريد,عشر طوابع سمحت.,عشر طوابع فضلك,عشر طوابع سمحت.,عشر طوابع سمحت.,عشرة طوابع عافاك.,الطوابع سمحت.,عشر طوابع سمحت.,عشرة طابعات فضلك.,عشغ طوابع بريديي رجاءا.,عشرة طوابع فضلك,عشرة طوابع فضلك.,عشرة تنابر عافاك.,عشرة طوابع سمحت.,عشرة طوابع سمحت.,عشرة طوابع سمحت.,عشرة طوابع، يعيشك.,عشره طوابع فضلك.,عشرا تنابر، يعيشك.
9949,معي التهاب حلق.,جالى احتقان فى الزور.,حلقي وجعني.,صار عندي إلتهاب بالحلق.,عندي إالتهاب الحلق.,عندي احتقان بالحنجره.,عندي احتقان بالبلعوم.,حنجرتي ملتهبة.,عندي حلقي جاف.,عندي احتقان الزور,حلقي ملتهب.,بلاعيمي ملتهبة.,عندي باحتقان الحلق.,عندي الم بالحلق.,زوري بيوجعني.,حصلت قرحة حلق.,مصاب باحتقان بالحنجره.,أصبت بالتهاب الحلق,عندي احتقان الحلق.,كانعاني آلام فالحنجرة.,عندي التهاب حلق.,عندي احتقان بحلقي,فيني التهاب الحلق.,عندي وجيعة قراجمي.,رقبتي ملتهبة.,عندي وجيعة قراجمي.
9955,شوية هدايا تذكارية نيويورك.,محتاج هدايا تذكارية نيويورك.,نسحق ذكريات نيويورك.,شوية هدايا تذكارية نيويورك.,كنت عايز شوية هدايا تذكارية نيويورك.,اريد تذكارات نيويورك.,اريد هدايا تذكارية لنيويورك.,سوفينيرات نيويورك,نبي تذكارات نيو يورك.,محتاج هدايا تذكاريه نيويورك,لازمني شوية هدايا تذكارية نيويورك.,بغيت هدايا نيويورك.,باغي شوية ديال الهدايا التذكارية نيويورك.,أبا هدية تذكارية نيو يورك.,شوية سوفينير نيو يورك.,محتاج لبعض التذكارات نيو يورك.,احتاج شويه تذكارات نيو يورك.,احتاج بعض الهدايا التذكارية نيويورك,بحاجة بعض الهدايا التذكارية نيويورك.,بغيت شي تذكارات نيويورك.,احتاج بعض التذكارات نيو يورك.,شوية هدايا تذكارية نيويورك.,أحتاج شوية هدايا تذكاريه نيويورك.,نحب حاجة للذكرى نيويورك.,نبي حاجات تذكاريه نيو يورك.,محتاج لتذكار نيويورك.
9969,طالع. خرج تبعت حمال؟,بعمل تشيك آوت. تبعت شيال؟,راني رايح. تعيط لحمال يجي؟,عم بعمل تشيك اوت. تجيب حمال؟,همشي. تبعتلي شيال؟,مغادر. تبعث شيال؟,طالع. تكدر ترسل حمال؟,فل. فيك تبعت حمال؟,ندير تشيك اوت. تدز حمال؟,هعمل تشيك أوت تبعت شيال؟,طالع. فيك تبعت حمال؟,بسوي جيك اوت. تطرش حامل الشنط؟,غادي نغادر. تصيفط شي حمال؟,خارج. ترسل حمال؟,أطلع. بتقدر تبعت عتال؟,بغادر. ترسل حمال؟,عدسجل خروجي. تطيق ترسل شيال؟,إنني أسجل لخروجي الفندق هلا أرسلت خادماً أعلى,بسوي تشيك اوت. تطرش حمال؟,غادي نغادر. ليك تصيفط شي حمال؟,بغادر. ترسل حمال؟,طالع، تطلع حمال؟,شخرج. ترسل حمال؟,باش نمشي. تنجمشي تعيط لحمال؟,بنطلع. تبعت حمال؟,باش نخرج. تنجم تبعث حمال؟
9979,وقفت ساعتي.,ساعتى وقفت.,الساعة ديالي حبست.,ساعتي وقفت.,ساعتي وقفت.,ساعتي وكفت.,ساعتي وكفت.,وقفت ساعتي,ساعتي وقفت.,ساعتي وقفت,ساعتي وقفت.,ساعتي وقفت.,ساعتي توقفات.,ساعتي توقفت.,ساعتي وقفت.,ساعتي وقفت.,ساعتي توقفت.,توقفت ساعتي,توقفت ساعتي.,ساعتي وقفات.,ساعتي توقفت.,ساعتي وقفت,ساعتي وقفت.,منقالتي وقفت.,ساعتي وقفت.,منقالتي سكتت.
9983,أوه، جد؟ شلون بتحبو؟,أوه، كدة؟ تحبه إزاى؟,أوه، حقاً؟ تحبو؟,أووه، هو؟ كيف حبيته؟,اه، كدة؟ بتحبها ازاي؟,أوه، صحيح؟ شلون تحبه؟,اوه، هو؟ شلون تحبه؟,عنجد؟ كيف بتحبو؟,اه، هكي؟ كيف عجبك؟,اوه، فعلا؟ بتحبه ازاي؟,آه، عنجد؟ كيف ملاقيه؟,اوه، صج؟ شلون يعجبك؟,هو؟ بغيتيه؟,اوه، كدا؟ كيف تباها؟,أوه، جد؟ كيف حبيتها؟,أوه، دا هو؟ كيف بتحبه؟,اوه، هو؟ اشون تحبو؟,أهي كيف تفضلها,حقا كذاك؟ كيف تبغاه؟,أوه. بالصح؟ بغيتيه؟,اوه، هو؟ كيف تبيه؟,اوه، جد؟ كيف بتحبه؟,أوه، صدق هكذا؟ كيف عجبتك؟,اوه، بالحق؟ تحبها؟,اوه، بالحق؟ كيف لقيته؟,أوه، بالحق؟ حبيتو؟
10006,منفتح الساعة تسعة الصبح.,فاتحين الساعة تسعة الصبح.,نفتحو الساعة التاسعة صباحا.,منفتح الساعة تسعة الصبح.,بنفتح الساعة تسعة الصبح.,مفتحين الساعة تسعة الصبح.,احنه نفتح بالتسعة الصبح.,منفتح عالتسعة الصبح,نحنا فاتحين التسعة الصبح.,بنكون فاتحين الساعة تسعة الصبح,منكون فاتحين الساعة تسعة الصبح.,فاتحين الساعة تسع الصبح.,غادي نكونو فاتحين فالساعة التاسعة صباحا.,فاتحين تسعة بالضبط الصباح.,بنفتح الساعة تسعة الصبح.,فاتحين الساعة تسعة صباحا.,نحنه نفتح ساعه تسعه الصبح.,نفتح التاسعة صباحاً,انبطل تسع صباحا.,كنفتحو التسعود د الصباح.,نفتح الساعة تسعة الصباح.,بنفتح الساعة تسعة الصبح,نفتح الساعه تسع الصبح.,نحلوا التسعة متاع الصباح.,حني مفتوحين الساعه تسعة الصبح.,نحلو التسعا متاع الصباح.
10032,كتاب تلوين.,عاوز كتاب تلوين.,راني حاب كتاب تلوين.,كتاب تلوين.,كنت عايز كتاب تلوين.,اريد دفتر تلوين.,اريد كتاب تلوين.,كتاب تلوين,نبي كتاب تلوين.,عايز كتاب تلوين,دفتر تلوين.,بغيت دفتر تلوين.,بغيت كتاب تلوين.,أبا كتاب ملون.,دفتر تلوين.,داير كتاب تلوين.,اغيد دفتغ تلوين.,أريد كتاب تلوين,ابغا كتاب التلوين.,بغيت كتاب دالتلوين.,ابغى كتاب تلوين.,كتاب تلوين.,اشتي كتاب ملون.,نحب كتاب متاع تلوين.,نبي كتاب تلوين.,نحب كتاب تلوين.
10037,كأني حاسس بدوار السفر.,متهيألى حاسس بدوار جو.,نظن بلي عندي دوار الجو.,بتوقع إجتني دوخة الطيارة.,متهيئلى حاسس عندي دوران الجو.,اتصور عندي غثيان مال الجو.,اعتقد عندي دوار جوي.,بعتقد عندي دوخة الطيران,انضني نحس بدوار الجو.,متهيألي عندي دوار جو,بظن حاسس بدوخة الطيران.,احس فيني دوار الجو.,كنظن عندي حريق الرأس.,احس عندي دوار الجو.,بتوقع معي دوخة الطيران.,اظن حاسي بدوار الجو.,اتوقع مصاب بدوار الجو.,أظن أنني مصاب بدوار الجو جواً,اعتقد مصاب بدوار الجو.,كنضن عندي دوار الجو.,اظن اشعر بتعب جوي.,اتوقع انو عندي دوار الجو,بينحس بدوخه.,نتصور عندي الدوخة متاع الهواء.,شكلي مرضت الهوا.,نظن عندي دوخة الجو.
10043,أروح ع بنك ياباني؟,أروح بنك يابانى؟,نروح لبنك ياباني؟,أروح بنك ياباني؟,اروح لبنك ياباني؟,اروح لبنك ياباني؟,اروح لبنك ياباني؟,روح بنك ياباني؟,نمشي للبنك الياباني؟,اروح لبنك ياباني؟,روح بنك ياباني؟,اروح بنك ياباني؟,خاصني نمشي لبنك ياباني؟,اروح بنك يأباني؟,أروح بنك ياباني؟,أمشي لبنك ياباني؟,اعغوح لبنك ياباني؟,يجب أذهب بنك ياباني,أروح بنك ياباني؟,خاصني نمشي لبنك ياباني؟,اروح لبنك ياباني؟,اروح بنك ياباني؟,ضروري أسير بنك ياباني؟,لازمني نمشي لبانكا يابانية؟,نمشي لبنك ياباني؟,ياخي يلزمني نمشي لبانكا يابانية؟
10045,لام تصرف مصاري بالبنك.,تستبدل الفلوس فى بنك.,تبدل الدراهم دياولك بنك.,تصرف المصاري البنك.,تغير الفلوس البنك.,تصرف فلوس بالبنك.,لاوم تصرف فلوس بالبنك.,تصرف مصاري بالبنك.,تبدل فلوس البنك.,تغير فلوس البنك,تصرف مصاري ببنك.,تصرف الفلوس البنك.,خاصك تصرف الفلوس فالبنك.,يبالك تغير فلوسك البنك.,اتصرف المصاري البنك.,مفروض تحول القروش البنك.,تحول فلوس ببنك.,يجب تغير النقود البنك,عندك صرف للفلوس البنك.,خاصك تحول فلوسك فالبنك.,تحول الفلوس البنك.,تحول المصاري بالبنك,تصرف الزلط البنك.,لازمك تبدل فلوسك بانكا.,تصرف الفلوس بنك.,يلزمك تبدل فلوسك بانكا.
10065,كتير وقت للمغادرة؟,باقي وقت كتير عالتشيك آوت؟,مازال كاين بزاف الوقت الانطلاق؟,ضايل معنا وقت منيح لنسجل خروج؟,فاضل وقت كتير تسجيل الخروج؟,اكو وقت كافي للجيك اوت؟,عدنا وقت لستجيل الخروج هواي؟,وقت بكفي للتشك اوت؟,وقت واجد عشان ندير تشيك اوت؟,فيه وقت كفايه عالتشيك آوت؟,وقت منيح للخروج؟,وقت كفاية حق نسوي جيك اوت؟,كاين وقت بزاف المغادرة؟,فيه وقت كافي للخروج؟,لسا وقت منيح للخروج؟,زمن كافي للخروج؟,اكو وقت كثيغ لتسجيل الخروج؟,لدينا وقت كاف لإنهاء إجراءات المغادرة,وايد الوقت للتشيك اوت؟,باقي بزاف دالوقت الانطلاق؟,فيه وقت كافي لتسجيل المغادرة؟,كثير وقت للطلعة؟,عاد باقي وقت خيرات عاسب أسجل خروج؟,مازال فمة بارشا وقت الخروج؟,هلبه وقت باش نطلع؟,ياخي مازال فما برشا وقت المشي؟
10069,زوجك واحد أفضل زباينا.,جوزك واحد أفضل زبايننا.,زوجك أفضل الزبائن دياولنا.,زوجك واحد أهم زباينا.,جوزك واحد احسن زباينا.,زوجك واحد افضل زباينا.,زوجج واحد احسن عملائنا.,زوجك واحد اهم الزباين عنا,راجلك واحد أفضل الزباين عندنا.,جوزك واحد افضل عملائنا,زوجك أحسن العملاء يللي عنا.,زوجج واحد افضل العملاء عندنا.,زوجك واحد أفضل الزبناء ديالنا.,زوجك واحد افضل العملاء عندنا.,جوزك واحد زباينا المميزين.,زوجك واحد أحسن عملائنا.,زوجكي ويحد احسن اربع عملاء.,زوجك أحد أفضل عملائنا,ريلج واحد أفضل عملائنا.,راجلك أفضل الزبائن ديالنا.,زوجك واحد افضل زبائننا.,زوجك واحدة أحسن عملائنا.,زوجش واحد أفضل الزباين.,راجلك الحرفة الباهيين عنا.,زوجك واحد احسن الزباين متاعنا.,راجلك واحد أحسن كليوناتنا.
10078,بتعرف دكتور سنان منيح؟,تعرف دكتور أسنان كويس؟,تعرف طبيب أسنان مليح؟,بتعرف دكتور أسنان كويس؟,متعرفش دكتور سنان كويس؟,تعرف طبيب اسنان جيد؟,تعرف طبيب اسنان زين؟,بتعرف حكيم اسنان شاطر؟,تعرف دكتور أسنان كويس؟,تعرف دكتور سنان كويس؟,بتعرف دكتور سنان شاطر؟,تعرف دكتور اسنان زين؟,كتعرف طبيب أسنان مزيان؟,تعرف أي طبيب اسنان كويس؟,بتعرف دكتور سنان شاطر؟,بتعرف دكتور أسنان كويس؟,تعغف طبيب اسنان مليح؟,تعرف طبيب أسنان جيد,تعرف طبيب اسنان زين؟,كاتعرف شي طبيب أسنان مزيان؟,تعرف دكتور اسنان جيد؟,بتعرف دكتور اسنان منيح؟,تعرف دكتور أسنان كويس؟,تعرف طبيب سنان باهي؟,تعرف دكتور سنون كويس؟,تعرفشي طبيب سنين باهي؟
10084,أوه. تعطي خبر للقنصلية فوراً.,أوه. تبلغ القنصلية فورا.,أوه. تعلم السفارة فالحين.,أوه، تبلغ القنصلية هلأ.,اه. تبلغ القنصلية دلوقتي حالاً.,اوه. تخبر القنصلية فوراً.,اوه، تعلم القنصلية هسه.,اوه. تخبر القنصلية هلأ,اه. تنبه القنصلية طول.,امم تبلغ القنصلية حالا,يا. تخبر القنصلية فوراً.,اوه، تخبر القنصلية الحين.,خاصك تخبر القنصلية دابا.,اوه. يبالك تعلم القنصلية دحين.,أوه. تخبر القنصلية هلأ.,اوه. مفروض تنبه القنصلية الآن.,اوه. تخبرالقنصليه هسه.,يجب تخطر القنصلية الفور,اوه. اتخبر القنصلية بأسرع مايمكن.,أوه، خاصك تخبر القنصلية فورا.,اوه. تبلغ القنصلية حالا.,تحكي للقنصلية هلا,يو، تبلغ القنصلية الان.,اوه، لازمك تخبر توة القنصلية.,اوه. مفروض تقول للقنصليه علي طول.,أوه. يلزمك تعلم توا القنصلية.
10091,هز، بلا تحريك.,مخلوط، متقلب.,بالغربال، بالملعقة.,محرك، مخفوق.,مرجوج، مضروب.,مخضوض، مخيوط.,يهتز مثبت.,رجو تحركو.,مخلوط، مخفوق.,ده مخلوط بالهز، بمعلقة,مخضوض، محرك.,مرجوج، مخلوط.,مهزوزة، مخفوقة.,مخلوط، مخفوق.,مخفوق، محرك.,مهزوز، محرك.,مخضوض، مخفوق.,مهزوز وليس مضروب,اهتز، أثار.,بالمخروط، بالمعلقة.,مرجوج، مخفوق.,مخلوط مخفوق,مرجوج، مخلوط.,بالتخضخيض، موش المغرفة.,مرجوج، مخلط.,بالركاضة، وموش بالمغرفة.
10098,بتريد طاولة بالمطعم الرئيسي ولا بغرفة خاصة، أستاذ؟,تحب ترابيزة فى المطعم الرئيسى ولا فى أوضة خاصة، يا فندم؟,راك حاب طاولة مطعم ولا قاعة خاصة، يا سيدي؟,سيدي، بتحب طاولة بالمطعم الرئيسي وإلا بغرفة خاصة؟,تحب طربيزة المطعم الرئيسي ولا أوضة خاصة، حضرتك؟,تريد طاولة بالمطعم الرئيسي بغرفة خاصة، استاذ؟,تريد كيز بالمطعم العام بغرفة خاصة، استاد؟,الطاولة بالمطعم الرئيسي بغرفة خاصة استاذ؟,تبي طاولة المطعم الرئيسي دار خاصة، يا استاد؟,تحب ترابيزتك تكون صالة المطعم الرئيسية أوضه خاصة، حضرتك؟,بتفضل طاولة بالمطعم الرئيسي ولا بغرفة خاصة، استاذ؟,بغيت طاولة المطعم الرئيسي غرفة خاصة، اخوي؟,تبغي طاولة فالمطعم الرئيسي فغرفة خاصة، ا سيدي؟,تبا طاولة جوا المطعم ولا غرفة خاصة، سيدي؟,بتحب الطاولة تكون المطعم الرئيسي ولا غرفة خاصة، حضرتك؟,داير طربيزة الكافتيريا الرئيسية ول غرفة خاصة، سيدي؟,تغيد ميز بالمطعم الرئيسي بغرفه خاصه، سيدي؟,تود منضدة المطعم الرئيسي غرفة خاصة يا سيدي,تبغا طاولة المطعم الرئيسي غرفة خاصة، يا سيدي؟,بغيتي طاولة فالمطعم أولا فغرفة خاصة، سيدي؟,تبي طاولة المطعم الرئيسي غرفة خاصة، سيدي؟,بتحب الطاول تكون بالمطعم الرئيسي بغرفة، سيدي؟,تشتي ماسه المطعم الرئيسي الغرفه الخاصه، سيدي؟,تحبوا طاولة المطعم والا صالة خاصة، يا سيدي؟,تبي طاوله المطعم الرئيسي الا دار خاصه، يا سيد؟,تحب طاولة الرستورون ولا قاعة خاصة، موسيو؟
10102,كتير ناس بروحوا عالشاطي بالموسم.,عدد كبير الناس بيروحوا الشاطئ الموسم.,بزاف الغاشي يروحو للشاطئ فالموسم.,أعداد كبيرة الناس بروحوا الشط الفصل.,ناس كتير بتروح البحر الموسم.,هوايه ناس تروح للشاطئ الموسم.,عدد جبير الناس يروحون للشاطئ الفصل.,كتير ناس بتروح عالبحر بهالوقت.,عدد كبير الناس يمشو للبحر الموسم.,ناس كتيرة بتروح الشاطئ الموسم ده,عدد كبير الناس بروحوا عالشط الموسم.,واجد ناس يروحون الساحل هالفترة.,كاين بزاف ديال الناس كيمشيو للشاطئ الموسم.,ناس كتيرة تروح للشاطيء الموسم.,عدد كبير الناس بيروحوا البحر الموسم.,عدد كبير الناس بيمشوا للشاطئ الموسم.,كميه كبيغه الناس تغوح للشاطئ الموسم.,يذهب عدد كبير الناس الشاطئ الموسم,عدد كبير الناس يروحون الشاطئ الموسم.,بزاف د الناس كيمشيو للشاطئ فهاد الوقت.,عدد كبير الناس يروحون للشاطئ الموسم.,ناس كثير بيروحو الشاطئ الموسم,عدد كبير الناس بيسيروا الشاطئ الموسم.,بارشا عباد يمشيو للشط الموسم.,هلبه ناس يمشو للبحر الموسم.,برشا ناس يمشيو للبحر طول الموسم.
10107,وزني حوالي مية وخمسين رطل.,بوزن حوالى مية وخمسين رطل.,نوزن حوالي مئة وخمسون رطل.,حسبتهم حوالي مية وخمسين رطل.,وزني حوالي ماية وخمسين رطل.,وزني حوالي مية وخمسين رطل.,اوزن بحدود مية وخمسين رطل.,وزني تقريبا مية خمسين رطل.,وزني حوالي ميه خمسين رطل.,وزني حوالي مية وخمسين رطل.,وزني تقريباً مية وخمسين رطل.,وزني تقريباً مية وخمسين باوند.,كنوزن تقريبا مائة وخمسين رطل.,وزني تقريباً مية وخمسين رطل.,وزني تقريباً مية خمسين جنيه.,بوزن حوالي مئة خمسين رطل.,وزني تقريبا ميي وخمسين رطل.,وزني حوالي مائة وخمسين رطلاً,ازن حوالي مائة وخمسين رطل.,كنوزن تقريبا مية وخمسين رطل.,وزني تقريبا مئة خمسين رطل.,وزني حوالي مية خمسين رطل,وزني حوالي ميه وخمسين رطل.,وزنت قرابة مية وخمسين رطل.,نوزن ميه خمسين رطل تقريبا.,وزنت تقريب ميا وخمسين رطل.
10111,أحول؟,المفروض أحول فين؟,ندي الرسالة ديالي؟,أحول؟,المفروض اتنقل فين؟,المفروض احول؟,احول؟,لوين حول؟,ننقل؟,مفروض اتنقل لفين؟,لوين انتقل؟,احول؟,خاصني ننقل؟,يبالي احول؟,أحول؟,مفروض احول؟,احول؟,يجب علي أنقل,انقل؟,ناخد تذكرة المراسلة ديالي؟,انقل؟,انقل؟,المفروض انتقل؟,لازمني ناخذ المراسلة؟,انبدل؟,يلزمني ناخو النقل متاعي؟
