ID,Aleppo,Alexandria,Algiers,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddah,Jerusalem,Khartoum,Mosul,MSA,Muscat,Rabat,Riyadh,Salt,Sanaa,Sfax,Tripoli,Tunis
11342,سكوتش ومي، إذا سمحت. وعندك شي أكلة خفيفة؟,سكوتش وميا، لو سمحت. وعندك أى حاجة خفيفة تتاكل؟,سكوتش و ماء، من فضلك. ويذا عندك كاش حاجة خفيفة للأكل؟,سكوتش ومي، لو سمحت. وعندك أي وجبة خفيفة؟,سكوتش ومية، لوسمحت. عندك أى حاجة نمزمز بيها؟,سكوتش ومي، رجاءً. وعندك اي شي وجبة خفيفة؟,سكوج وماي، رجاءا. وعندك اي شي وجبة خفيفة؟,سكوتش مع مي، إذا بتريد. وعندك اي وجبات خفيفة؟,سكوتش و ميه، لو سمحت. هل عندك أي حاجة نحدرو بيها؟,سكوتش و ميه، من فضلك . و عندك أى اكلة خفيفة؟,سكوتش و مي، لو سمحت. وعندك شي خفيف للأكل؟,سكوج وماي، لو سمحت. وعندك شي خفيف؟,سكوتش وماء، عافاك. وعندك شي ماكلة خفيفة؟,سكوتش وموية، لو سمحت. وعندك شيء انقنق عليه؟,سكوتش ومي، لو سمحت. في عندك اشي خفيف ناكلو؟,سكوتش و موية، من فضلك. و هل عندك اي وجبة خفيفة؟,سكوتش مع ماي، رجاءا. وهل عندك اي شي كوجبي خفيفي؟,ويسكي وماء ، من فضلك . هل لديكم وجبة خفيفة معه ؟,سكوتش وماء، من فضلك. وهل عندك أي شيء لتناول وجبة خفيفة؟,واحد سكوتش مع ماء، عافاك. واش عندك شي ماكلة خفيفة؟,سكوتش و ماء، لو سمحت. و عندك أي شيء كوجبة خفيفة؟,سكوتش و مي، لو سمحت . و عندك اي اشي وجبة خفيفة؟,سكوتش و ماء، لو سمحت. معك اي وجبه خفيفه؟,سكوتش وماء، يعيشك. عندكشي حاجة خفيفة تتاكل؟,سكوتش و اميه، من فضلك. و عندك اي حاجه انقرشها؟,سكوتش مع ماء، يعيشك. ياخي عندك أي حاجة خفيفة تتاكل؟
11343,شلون بحسن أطفي هالضو؟,إزاى أطفى النور دة؟,كيفاش نقدر نطفي هاذ الضوء؟,كيف بقدر أطفي هاد الضو؟,أطفى النور ده أزاى؟,شلون اكدر اطفي هذا الضوه؟,شلون اطفي هذا الضوا؟,كيف بطفي هيدا الضو؟,كيف نقدر نطفي الضي هضا؟,ازاي اقدر أطفي النور ده؟,كيف فيني إطفي هالضو؟,شلون اطفي هالليت؟,كيفاش نطفي هاد الضو؟,كيف اقدر اقفل الانوار؟,كيف بقدر أطفي هدا الضو؟,كيف ممكن أطفي الإضاءة دي؟,اشون اطيق اطفي هاللايت؟,كيف يمكنني أن أطفأ الضوء ؟,كيف يمكنني إيقاف هالليت؟,كيفاش يمكن لي نطفي هاد الضو؟,كيف اقدر اطفي هذا الضوء؟,كيف بقدر اطفي هاد الضو؟,كيف اطفي هذا السراج؟,كيفاش نطفي الضوء هذا؟,كيف نقدر نسكر الضي؟,كيفاش نجم نطفي الضوء هذا؟
11360,مشغول هو كتير اليوم؟,هو مشغول أوى النهاردة؟,راهو بزاف مشغول اليوم؟,هو كتير مشغول اليوم؟,هو مشغول خالص أنهاردة؟,شنو مشغول هوايه اليوم؟,هو كلش مشغول اليوم؟,هو مشغول كتير اليوم؟,هل هو مشغول بكل اليوم؟,هو مشغول جدا النهاردة؟,هوة كتير مشغول اليوم؟,هو واجد مشغول اليوم؟,واش هو مشغول بزاف اليوم؟,هوا مشغول مرة اليوم؟,هو كتير مشغول اليوم؟,هل هو مشغول جدا اليوم؟,هل هو كلش مشغول اليوم؟,هل هو مشغول جدا اليوم ؟,هل هو مشغول واجد اليوم؟,واش هو مشغول بزاف اليوم؟,هل هو مشغول جدا اليوم؟,هو مشغول كثير اليوم؟,هل هو مشغول اليوم قوي؟,مشغول بارشا اليوم؟,هل هو مشغول هلبه اليوم؟,ياخي هو مشغول برشا اليوم؟
11374,بدي خيط.,عاوز خيط.,راني حاب خيط.,بدي شوية خيط.,كنت عايز خيط.,اريد خيط.,اريد فد خيط.,بدي خيطان .,نبي شوية خيط.,عايز خيط .,بدي شي خيط.,بغيت خيط.,بغيت شي خيط.,أبا خيط.,بدي شوية خيوط.,داير خيط.,اغيد شوية خيط.,أريد بعض الخيط .,ابغا خيط.,بغيت خيط.,ابغى خيط.,بدي شوية خيط.,اشتي خيط.,نحب خيط.,نبي خيط.,نحب خيط.
11375,عطيني شهادة طبية، إذا سمحت.,إدينى شهادة صحية، لو سمحت.,أعطيني شهادة طبية من فضلك.,أعطيني تفويض طبي، لو سمحت.,أدينى شهادة صحية، لوسمحت.,انطيني شهادة طبية، رجاءً.,انطيني شهادة طبية، رجاءا.,اعطيني شهادة طبية، إذا بتريد .,عطيني شهادة طبية، لو سمحت.,اديني شهاده طبية، من فضلك .,عطيني تقرير طبي، لو سمحت.,عطني شهادة طبية، لو سمحت.,عطني شهادة طبية، عافاك.,اديني عذر طبي، لو سمحت.,أعطيني شهادة طبية، لو سمحت.,اديني شهادة طبية، من فضلك.,انطيني شهاده صجيي، رجاءا.,"اعطني شهادة طبية , من فضلك .",أعطني شهادة طبية، من فضلك.,اعطيني شهادة طبية، عافاك.,عطني شهادة طبية، لو سمحت.,اعطيني شهادة طبية، لو سمحت .,اديلي رخصه طبيه، لو سمحت.,اعطيني شهادة طبية، يعيشك.,اعطيني شهادة صحيه، من فضلك.,أعطيني شهادة طبية، يعيشك.
11378,بدي ياك تقصرو إنش من هون.,عاوزك تعمله إنش أقصر هنا.,راني حاب تزيد تنقصلو بإنش واحد من هنا.,بدي إياك تعملها أقصر بإنش واحد من هون.,كنت عايزك تعملها أقصر إنش من هنا.,اريد تقصرلياه انج واحد هنا.,اريدك تسويه اقصر بانج هنا.,بدي تقصرو إينش واحدة هون .,نبيك تديره اقصر بإنش هنا .,عايز أخليه إينش أقصر هنا.,بدي تعمله أقصر بواحد إنش من هون.,ابغيك تقصره انج واحد هني.,بغيتك تنقصلي إنش واحد من هنا.,أباك تخليها انش واحد اصغر.,حابب انك تقصرلي ياه انش واحد من هون.,دايرك تعمله أقل بواحد انش هنا.,اغيد تعملو انج ويحد اقصغ هوني.,أود تقصيره ببوصة واحدة من هذه المنطقة .,أبغا منك أن تخليه اقصر انش واحد.,بغيت تعاود تقصرو بإنش هنا.,ابغى اقصره انش واحد هنا.,بدي تقصره انش واحد من هون .,اشتيك تقصرها لي انش واحد من هانا.,نحبك تزيد تنقص منه إنش من هوني.,نبيك اتديره اقصر بإنش.,نحب إنو تزيد تنقصلي فيه إينش من هوني.
11392,ما حاسس منيح. إذا سمحت عطيني دوا.,مش حاسس إنى كويس. لو سمحت تدينى دوا.,مانيش حاس روحي مليح، اعطيني أدوية.,حاسس حالي مش على بعضي. لو سمحت أعطيني دوا.,أنا حاسس نفسى مش كويس. لوسمحت أدينى دوا.,دا احس نفسي متخربط. رجاءً انطيني دوه.,ما احس برحي مرتاح. رجاءا انطيني دوا.,ما حاسس حالي منيح. عطيني دوا .,مش حاس اني تمام. لو سمحت عطيني شوية دواء.,مش حاسس اني كويس . من فضلك اديني دوا .,حاسس حالي مو منيح. رجاءً عطيني شي دوا.,ماحس اني اوكي. عطني دوا لو سمحت.,ما حاسش براسي مزيان عافاك عطيني شوية ديال الدوا.,مااحس اني كويس. لو سمحت اديني دواء.,مش حاسس حالي منيح. لو سمحت أعطيني دوا.,انا ما حاسي كويس. من فضلك اديني بعض الدواء.,ما عدشعر مليح. رجاءا انطيني شويه ادويه.,لا أشعر أنني على ما يرام . من فضلك اعطني بعض الدواء .,ما احس اني بخير. من فضلك عطني دواء.,ماكانحسش براسي هو هاداك. عافاك اعطيني الدوا.,ما اشعر اني بخير. لو سمحت عطني دواء.,حاس حالي مش منيح . لو سمحت اعطيني دوا .,مش انا بخير. لو سمحت اديلي لي علاج.,ما نيش في فورمة، اعطيني الدواء.,حاس روحي مش ولابد. ممكن تعطيني دوا.,مانيش حاسس روحي لاباس، أعطيني دواء.
11403,معلش تعطيني جريدة يابانية، إذا سمحت؟,ممكن آخد جرنال يابانى، لو سمحت؟,نقدر نتحصل على جريدة يابانية؟,بدي جريدة باللغة اليابانية، لو سمحت؟,ممكن أخد جريدة يابانية، لوسمحت؟,ممكن جريدة يابانية، رجاءً؟,ممكن احصل جريدو يابانية، رجاءا؟,فيني اخد جريدة يابانية، إذا بتريد ؟,نقدر ناخذ جريدة يابانية، لو سمحت؟,ممكن جرنان ياباني، من فضلك؟,ممكن تعطيني جريدة يابانية، لو سمحت؟,ممكن تعطيني جريدة يابانية، لو سمحت؟,ممكن تعطيني صحيفة يابانية، عافاك؟,ممكن جريدة يأبانية، لو سمحت؟,بتقدر تعطيني جريدة يابانية، لو سمحت؟,ممكن آخد جريدة يابانية، من فضلك؟,ممكن احصل على جريده يابانيي، رجاءا؟,"هل يمكن أن أختر جريدة يابانية , من فضلك ؟",اقدر اخذ صحيفة يابانية، من فضلك؟,واش يمكن نحصل على جريدة يابانية، عافاك؟,اقدر اخذ صحيفة يابانية، لو سمحت؟,بقدر اخذ جريدة يابانية، لو سمحت؟,ممكن تدي لي جريده يابانيه، لو سمحت؟,انجم ناخذ جريدة يابانية؟,هل نقدر ناخد جريدة يابانيه، لو سمحت؟,ياخي نجم ناخو جريدة يابانية؟
11404,طيب. بحسن أترك السيارة بحيالله محل؟ شقد كلفة ترك السيارة؟,تمام. ممكن أركن العربية في أى مكان؟ وكام سعر الركنة؟,موافق. نقدر نحط السيارة في أي مكان؟ وشحال السعر؟,تمام. بقدر أصف السيارة بأي مكان؟ وكم تكلفة الصف؟,تمام، ممكن أوصل العربية في اي حتة؟ وايه تكلفة التوصيل؟,ماشي، اكدر اخلي السياره بأي مكان؟ شكد كلفة هذا؟,زين، اكدر اترك سيارتي في اي مكان؟ شكد راح يكلف؟,اوك . فيني اترك السيارة باي مكان؟ وقديه الكلفة؟,تمام . نقدر نسيب السيارة في أي مكان؟ كم حق أن نسيبها؟,اوكي . ينفع أسيب العربية في أى مكان؟ و تكلفه ده كام؟,طيب. فيني اترك السيارة وين ما كان؟ أديش رسم ترك السيارة؟,اوكي. يصير اقط السيارة في أي مكان؟ كم بتكون الرسوم؟,واخا. واش يمكن لي نترك السيارة فينما كان؟ وشحال كيكلف؟,تمام. اقدر أوقف السيارة أي مكان؟ وكم رسوم التوقيف؟,طيب. بقدر أصف السيارة أي مكان؟ وقديش بيكلف؟,كله تمام. ممكن اوقف العربية في أي مكان؟ كم سعر التوقيف؟,ماشي، ممكن اعوف السياره باي مكان؟ اشقد كلفه ترك السياره؟,حسنا . هل يمكن أن أترك السيارة في أي مكان ؟ ما هي رسوم ركن السيارة ؟,انزين. اقدر اترك السيارة في أي مكان؟ وكم بيكلف هذا؟,واخا. واش يمكن لي نهبط من الكار فينما كان؟ اشحال كيكلف؟,طيب. اقدر اسلم السيارة في أي مكان؟ كم تكلفة التسليم؟,طيب بقدر احط السيارة بأي مكان؟ شو تكلفة حطتها؟,طيب. اقدر اجنب السياره ب اي بقعه؟ كم رسوم التجنيب؟,باهي. انجم نخلي الكرهبة في اي بلاصة؟ وبقداش نخليها؟,تمام. هل نقدر نحط السيارة في اي مكان؟ شن حيكون السعر؟,باهي. ياخي نجم نخلي الكرهبة في أي بلاصة؟ وقداش يكلف؟
11412,إينا باص بروح ع مركز المدينة؟,أنهى أتوبيس بيروح لمركز المدينة؟,واش من حافلة تروح لمركز المدينة؟,أي باص بودي على مركز المدينة؟,أنهى أتوبيس بيروح لوسط البلد؟,يا باص يروح لمركز المدينة؟,اي باص يروح لمركز المدينة؟,اي باص بروح عوسط المدينة؟,أي حافلة تمشي لوسط البلاد؟,اى اوتوبيس يوديني نص البلد؟,أنو باص بروح على مركز المدينة؟,اي باص يروح مركز المدينة؟,شنو هو الطوبيس اللي كيمشي لوسط المدينة؟,أيت باص يروح لمركز المدينة؟,أي باص بروح على مركز المدينة؟,ياتو بص بمشي لمركز المدينة؟,اي باص يغوح لمركز المدينه؟,أي حافلة تذهب إلى وسط المدينة ؟,أي حافلة التي تروح إلى وسط المدينة؟,إنا طوبيس كايمشي لوسط المدينة؟,أي باص يروح لمركز المدينة؟,شو الباص اللي بريوح على وسط المدينة؟,ايش من باص يسير ل مركز المدينه؟,شنية الكار الي ماشية لوسط الباد؟,اما باص يمشي لوسط البلاد؟,أناهي الكار إلى تمشي لوسط المدينة؟
11420,في شي اكسبريس ع بوسطن؟,فى أى اكسبريس لبوسطن؟,كاين اكسبرس لبوسطن؟,في اي اكسبريس لبوسطن؟,فيه أي اكسبريس رايح بوسطن؟,اكو اي اكسبريس لبوسطن؟,اكو اكسبريس لبوستن؟,في اكسبريس عبوسطن؟,في أي اكسبريس لبوسطن؟,فيه اكسبريس لبوسطون؟,في اكسبريس على بوسطن؟,في اكسبريس لبوسطن؟,واش كاين شي اكسبريس لبوسطن؟,فيه أكسبريس لبوسطن؟,في اكسبريس لبوسطن؟,هل هناك اي اكسبريس لبوسطن؟,هل اكو اي اكسبريس لبوسطن؟,هل يوجد أي قطار سريع إلى بوسطن ؟,هل في أي اكسبريس الى بوسطن؟,واش كاين شي اكسبريس لبوسطن؟,فيه أي اكسبريس لبوسطن؟,في اي اكسبريس ل بوسطن؟,به اكسبريس لبوسطن؟,فما اكسبريس لبوستن؟,هل في اي اكسبريس لبوسطن؟,ياخي فما اكسبريس لبوسطن؟
11435,إذا سمحت صير رفيقي بالمراسلة.,من فضلك تكون صديق المراسلة بتاعى.,من فضلك نحب تكون المراسل ديالي.,ممكن تصير صديقي بالمراسلة.,لو سمحت تبقى صديق المراسلة بتاعى.,رجاء كون رفيقي بالمراسلة.,رجاءا. كون صديقي مال المراسلة.,إذا بتريد كون رفيقي بالمراسلة.,لو سمحت كون صاحبي بالمراسلة.,من فضلك خليط صديق المراسله بتاعي .,رجاءً صير راسلني.,لو سمحت صير صديقي بالمراسلة.,عافاك كن صاحبي ديال المراسلة.,لو سمحت خليك صديقي اللي نتراسل.,لو سمحت كون صاحبي بالمراسلة.,من فضلك ابقى لي صاحب بالمراسلة.,رجاءا كون صديقي بالمراسلة.,من فضلك كن صديقي بالمراسلة .,لو سمحت تصير صديقي بالمراسلة.,عافاك وللي المراسل ديالي.,لو سمحت كن صديقي بالمراسلة.,لو سمحت كون صديقي بالمراسلة.,لو سمحت كون صديقي بالمراسلة.,يعيشك. نحب تولي صاحبي ديال المراسلة.,من فضلك كون صاحبي بالمراسلة.,يعيشك، نحب تولي مرسالي.
11438,رح أضل عند رفيق.,أنا هقعد مع صديق.,رايح نبقى عند صاحبي.,أنا راح أضلني مع صاحبي.,أنا هروح أقعد مع واحد صاحبى.,راح ابقى ويه صديق.,راح ابقى ويه صديق.,رح ابقى مع رفيقي .,حنمشي نقعد مع واحد صاحب.,انا حأقعد عند واحد صاحبي .,رح ضل مع رفيقي.,بتم مع رفيجي.,انا غادي نبقى معا صاحبي.,انا رأيح اقعد مع صاحبي.,رح أضل مع صاحبي.,ح أقعد مع صاحب.,انا غاح ابقى مع صديق.,سأقيم مع صديق .,انا رايح بقعد مع صديق.,غادي نستقر عند واحد الصديق.,بروح أقيم مع صديق.,رح اضل مع صاحبي .,انا شا اجلس مع صديق.,ما شي نتفرهد بحذا واحد صاحبي.,حنقعد عند صاحبي.,باش نقعد بحذا صاحب.
11442,أنا كتير متحمس، ما عم بقدر أهدا.,أنا متحمس جدا، مش قادر أقعد ساكت.,راني بزاف زعفان. منقدرش نحكم روحي هادئ.,أنا كتير مستمتع، مش قادر أضل قاعد.,أنا متحمس جدآ، أنا مش عارف أقعد على بعضى.,اني كولش متحمس، ما دا اصبر.,انا كلش متشوق. ما اكدر ابقى كاعد.,انا كتير محمس، وما قادر اهدا .,أنا متحمس، مش قادر نقعد ثابت.,انا متحمس جدا، مش قادر اقعد ساكت .,أنا كتير متحمس. ماعم اقدرضل قاعد.,واجد متحمس. مو قادر اقعد من الحماس.,أنا متحمس بزاف، مقادرش نبقى جالس.,مرة متحمس، مو قادر اقعد.,كتير متحمس، مش قادر أقعد.,أنا متحمس جدا. ما قادر اكون قاعد.,انا كلش متحمس، ما طيق اقعد ثانيه.,"أنا متأثر للغاية , لا أستطيع البقاء ساكنا .",أنا متحمس جدا، ماقدر اتم قاعد.,أنا متحمس بزاف، ماقادرش نرصى فبلاصتي.,انا متحمس جدا، ما اقدر اجلس بثبات.,انا كثير متحمس، مش قادر اقعد .,انا قوي متحمس، ما اقدرش اقر.,انا تنرفز. مانجمش ناخوا بلاصة.,اني متحمس، مش قادر نقعمز.,أنا منرفز برشا. ما نجمتش نبقى في بلاصة.
11449,بحسن أنزل عند فندق الهيلتون؟,ممكن أنزل عند فندق هيلتون؟,اذا نقدر نهبط فالهيلتون؟,ممكن أنزل عند فندق الهلتون؟,ممكن أنزل عند فندق الهليتون؟,اكدر انزل بفندق هلتون؟,اكدر انزل يم فندق هيلتون؟,فيني انزل باوتيل الهيلتون؟,نقدر ننزل في هوتيل هيلتون؟,ممكن أنزل عند فندق هيلتون؟,فيني انزل عند فندق هيلتون؟,ممكن انزل في فندق الهيلتون؟,باغي ننزل في فندق هيلتون؟,اقدر انزل عند فندق الهيلتون؟,بقدر أنزل عند أوتيل الهيلتون؟,ممكن انزل في فندق الهيلتون؟,اطيق انزل عد فندق الهيلتون؟,هل يمكن أن أنزل عند فندق هيلتون ؟,هل اقدر انزل في فندق هيلتون؟,واش يمكن لي نهبط فأوطيل هيلتون؟,اقدر انزل عند فندق الهيلتون؟,بقدر انزل عند فندق هيلتون؟,اقدر انزل في فندق هيلتون؟,انجم نهبط لهيلتون؟,هل نقدر ننزل عند هوتيل الهيلتون؟,ياخي نجم نهبط في هيلتون؟
11450,بدي ياك تشيلو.,عاوزك تشيله.,راني حاب تنحيه.,بدي إياك تشيله.,أنا عايزك تشيلها.,اريدك تشيلها.,اريد توخره.,بدي ياك تشيلو .,نبيك تحوله.,عايزك انت تشيله.,بدي اياك تشيله.,ابغيك تشيله.,بغيتك تزولو.,أبا امسحه.,بدي ياك تمحيه.,دايرك تزحه.,اغيدك تمسحو.,أريدك تنزعه .,ابغا منك إزالته.,بغيتك تحيدو.,ابغاك تمسحه.,بدي منك تقيمه .,انا اشتيك تبعده.,نحب انحهالك.,نبيك تنحيه.,نحبك تبعدو.
11457,روح عاليسار بهالشارع وبعدين عويج ع أول يمين.,امشي شمال اخر الشارع دة وخد أول يمين.,دور على اليسار في هاذ الطريق، امشي هنا و خذ الأولى على اليمين.,روح يسار لآخر الشارع وبعدين خد أول يمين.,أمشى شمال على طول فى الشارع ده وخد أول يمين.,اخذ يسره بهذا الشارع وبعدين اخذ اول يمين.,روح لافل هذا الطريق ع اليسرى واخذ اول يمنى.,امشي شمال بهالشارع، بعدين خود اول مفرق عاليمين.,امشي يسار طول الشارع هضا و خوذ اول يمين.,احود شمال الشارع ده و خد اول يمين .,روح عاليسار بهاد الشارع ولف عأول يمين.,لف يسار على هالشارع عقب خذ اول لفة يمين.,انتقل إلى أسفل هاد الشارع وخوذ اليمين الأول.,روح يسار من عند الشارع دا وخذ اول يمين.,روح عشمال بأخر هدا الشارع بعدين لف عأول يمين.,أمشي شمال بالشارع دا و اخد أول يمين.,غوع عاليساغ اسفل هذا الطريق وخد اول يمين.,اتجه يساراً في هذا الشارع ثم انعطف عند أول منعطف يمين .,روح اسفل هالشارع وخذ اول لفة يمين.,دور على اليسار فهاد الشارع وسير معاه نيشان حتى للشارع اللول على اليمين.,رح يسار لهذا الشارع و خذ اول لفة يمين.,روح شمال على هاد الشارع بعد خذ اول يمين .,امشي يسار نهايه هذا الشارع و ادخل اول لفه يمين.,دور على الليسار في النهج هذا، امشي طول وخوذ اول وحدة على الليمين.,برا يسار في الشارع هدا و بعدين خود أول يمين.,دور عل ليسار في الطريق هذا، ودور مع الدورة لولا عل ليمين.
11462,بدي أعرف إذا خرج دستة هالصحون تنشحن ع طوكيو.,عاوز أعرف لو ممكن مجموعة الأطباق دى تتشحن لطوكيو.,راني حاب نعرف اذا ممكن نبعث هاذ المجموعة تع الحقائب لطوكيو.,بدي أعرف إذا ممكن أشحن طقم الصحون هاد لطوكيو.,كنت عايز أعرف أنى ممكن أشحن مجموعة الأطباق دى لطوكيو.,اريد اعرف اذا ممكن اشحن سيت الماعين هذا لطوكيو.,اريد اعراف اذا ممكن اشحن هاي المواعين لطوكيو.,بدي أعرف اذا كان ممكن انو نشحن طقم الصحون عطوكيو.,نبي نعرف لو كان ممكن ناخذ الستفه التباسي هضي مشحونه لطوكيو.,عايز أعرف لو ممكن مجموعة الاطباق ديه تتشحن لطوكيو.,بدي اعرف إذا ممكن إشحن طقم الصحون هاد عطوكيو.,ابغي اعرف اذا ممكن تنشحن مجموعة الصحون هذي لطوكيو.,بغيت نعرف الى كان ممكن تشحن هاد المجموعة من الأطباق لطوكيو.,أبا اعرف اذا ممكن اخذ دي الاطباق مشحونة الى طوكيو.,بدي أعرف ازا ممكن أبعت طقم الصحون هدا لطوكيو.,داير أعرف إذا ممكن احصل على الطقم دا من الصحون مشحون لطوكيو.,اغيد اعغف اذا ممكن شحن هذا الطخم من المويعين الى طوكيو.,أريد أن أعرف إذا كان يمكن شحن مجموعة الأطباق هذه إلى طوكيو .,أبغاأن أعرف إذا كان من الممكن أن يكون هذه المجموعة من الأطباق شحنها إلى طوكيو.,بغيت نعرف واش من الممكن نصيفط هاد المجموعة د المواعن لطوكيو.,ابغى اعرف اذا ممكن اشحن هذي الصحون لطوكيو.,بدي اعرف اذا ممكن اشحن هاي الصحون لطوكيو .,اشتي ادرى اذا هو ممكن اقدر ارسل هذلا الصحون لطوكيو.,نحب نعرف انجم نبعث الفاليزات هاذم لطوكيو.,نبي نعرف لو نقدر نبعت الطاقم متاع الصواني هدا لطوكيو.,نحب نعرف إذا ممكن نبعث كردونة الماعون هاذي لطوكيو.
11467,بدي طاقة جسدية.,عاوز بودرة جسم.,راني حاب طالك للجسم.,بدي بودرة للجسم.,كنت عايز مقويات للجسم.,اريد منشط للجسم.,اريدبودر جسم.,بدي مقو للجسم .,نبي شوية طاقة جسم.,عايز بودرة تلك.,بدي شوية بودرة جسم.,بغيت فودر حق الجسم.,باغي شي مقوي جسدي.,أبا قوة جسدية.,بدي بودي باور.,داير بعض قوة الجسد.,اغيد شويه طاقه جسم.,أود بعضاً من القوة الجسدية .,ابغا بعض قوة الجسم.,بغيت مسحوق مرطب للجسم.,ابغى قوة جسم.,بدي شوية قة للجسم .,اشتي طاقه جسديه.,نحب غبرة متاع بدن.,نبي شوية بودرة جسم.,نحب تالك للبدن.
11478,في شي أكل مو سخن كتير و حد؟,فى أى أكل مش سخن وحراق أوى؟,اذا كاين ماكلة ماشي قوية و ناقصة فالحار؟,في أي أكل ما يكون كتير حار ومتبل؟,فيه أى أكل حاو و مشطشط؟,اكو اي مأكولات مو كولش حارة وبيها فلفل قليل؟,اكو اكل مو كلش حار وسبايسي؟,في شي اكل مش سخن وحر؟,في أي وكال مش ساخن واجد و حار؟,فيه عندك اكل مش حراق او مشطشط؟,في شي أكلة مو كتير لادعة و حدة؟,في اكل مو واجد حار؟,واش كاين شي طعام ممجهدش ومافيهش الحار؟,فيه أي اكل غير انه يكون حار؟,في أكل مش كتير بحرق؟,هل هناك أي طعام ما حار شديد و سبايسي؟,اكو اي اكل ما كلش حاغ وسبايسي؟,ألا يوجد طعام متبل وليس حارا جدا ؟,في اي اكل غير حار؟,واش كاينة شي ماكلة ماسخوناش و ناقصة من التوابل؟,فيه اكل غير حار و حراق؟,في اي اكل مش حار كثير و مبهر؟,به هانا اي اكل مشو مبسبس وحامي؟,فما ماكلا اقل قوة و اقل حرورية؟,هل في اي ماكله مش حاره؟,ياخي فما ماكلة موش حارة برشا وموش مفوحة برشا؟
11479,هو قريب خرج ينمشالو؟,هو قريب كفاية إننا نمشيله؟,اذا قريب شوية باش نروح نمشي على رجليا؟,قريبة كتير لدرجة نروحها مشي؟,هو قريب أمشيه؟,هل هيه قريبة كفاية منا؟,هو قريب منا كمشي؟,قريب فينا نروح مشي؟,هل هو قريب لدرجة نمشوله؟,هو قريب شويه نقدر نمشي له؟,بينراح عليه مشي؟,قريب يصير اروح مشي؟,واش قريبة باش نمشيو ليها؟,مرة قريب انو نمشيله؟,هو قريب نروح مشي؟,هل هو قريب كفاية للمشي؟,قغيب كلش للمشي؟,هل هو قريب لنصل إليه سيراً .,هل هي قريبة كفايه للمشي إليها؟,واش هاد الشي قريب باش نمشيو ليه على رجلينا؟,قريب كفاية للمشي؟,قريبة بشكل كافي للمشي؟,هل هو قريب كفايه نخطى؟,ياخي قريب باش نمشي على الساقين؟,هل هو قريب هلبه نمشوله مشي؟,ياخي هو قريب برشا باش نمشيه على الساقين؟
11491,بدي كريم إيد.,عاوز كريم إيدين.,راني حاب كريمة لليدين.,بدي شوية كريم للإيد.,كنت عايز كريم يد.,اريد كريم مال ايد.,اريد كريم يد.,بدي كريم للايدين .,نبي شوية كريم ايدين.,عايزه كريم ايد .,بدي شوية كريم إيدين.,بغيت كريم لليد.,بغيت شي كريم ديال اليدين.,أبا كريم يد.,بدي كريم ايدين.,داير بعض كريم اليد.,اغيد شويه كريم للادين.,أريد بعض الكريم للأيدي .,ابغا بعض كريم اليد.,بغيت شي كريم لليدين.,ابغى كريم يد.,بدي كريم ايدين .,اشتي شويه كريم يد.,نحب كريمة متاع يدين.,نبي شوية كريمة يدين.,نحب بوماضة متاع إيدين.
11493,معلش تعطيني الملح؟,ممكن تمرر لى الملح؟,اذا تقدر تعطيني الملح، من فضلك؟,بتقدر تمرقلي الملح؟,ممكن تدينى ملح؟,ممكن تناوشني الملح؟,تكدر تعبرلي الملح؟,ممكن تقربلي الملح؟,تقدر تمررلي الملح؟,ممكن تناولني الملح؟,ممكن تناولني الملح؟,ممكن تعطيني الملح؟,ممكن دوزلي الملحة؟,ممكن تعطيني الملح؟,بتقدر تعطيني الملح؟,ممكن تمرر لي الملح؟,اتطيق تعبغلي الملح؟,هل يمكن أن تمرر لي الملح ؟,تقدر تعطيني الملح؟,واش يمكن ليك تعطيني الملح؟,تقدر تعطيني الملح؟,بتقدر تناولني الملح؟,ممكن تمرر لي الملح؟,اتنجم تعديلي الملح، يعيشك؟,تقدر تمدلي الملح؟,ياخي تنجم تعديلي الملح، يعيشك؟
