ID,Aleppo,Alexandria,Algiers,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddah,Jerusalem,Khartoum,Mosul,MSA,Muscat,Rabat,Riyadh,Salt,Sanaa,Sfax,Tripoli,Tunis
9862,"""جينمياكو""، صح؟","""جينمياكو، "" صح؟","""جينمياكو""، هكذا؟",""" جنماكو""، صح؟",لجنمياكو، صح؟,"""جينماياكو""، مو؟","للنجاح""جينمياكو"" صح؟",جيمياكو، صح؟,"هو""جينميكو، ""صح؟","""جينماكو""، مش كده؟","""جينمياكو""، صح؟","""جينمياكو""، صح؟","""جينمياكو""، ياك بصح؟",""" صح؟","""جينمياكو""، صح؟","""جنمياكو""، صاح؟","""جنمياكو، "" صح؟","جينمياكو "" حقاً ؟","هو ""جينمياكو""، صح؟","""جينمياكو""، واش بالصح؟","""جنمياكو""، صح؟","""جينمياكو"" صح؟","جينمياكو، "" صح؟","""جينمايوكو"" موش مكا؟",""" جينمياكو""، مضبوط؟","""جينمياكي""، صحيح؟"
9866,حوالي الساعة تسعة المسا.,حوالى تسعة بالليل.,الساعة التاسعة ونص ليلا.,الساعة تسعة بالليل.,حوالي الساعة تسعة بليل.,حوالي الساعة تسعة بالليل.,بحدود التسعة بالليل.,التسعة المسا .,التسعه في الليل.,تسعة بليل .,عالتسعة المسا تقريباً.,الساعة تسع فالليل.,التاسعة ديال الليل.,على تسعة المساء.,بحدود الساعة تسعة المسا.,تسعة مساء.,بحدود التسعه المغب.,الساعة التاسعة مساءاً .,حوالي التاسعة مساء.,مع التسعود دالليل.,الساعة تسعة المساء.,تسعة المسا .,تسع في الليل.,مع الثمنية متاع الليل.,التسعه في الليل.,تقريب التسعا متاع الليل.
9885,دولار عالين الياباني.,وخمسويت دولار بالين اليابانى.,خمسمئة دولار ين ياباني.,وخمسميت دولار بالين الياباني.,وخمسماية دولار بالين الياباني.,دولار بالين الياباني.,دولار بالي الياباني.,دولار بالين الياباني .,خمسميه دولار بالين الياباني.,دولار بالين الياباني .,دولار بالين الياباني.,دولار بالين الياباني.,دولار بالين الياباني.,دولار بالين اليأباني.,خمسمية دولار بالين الياباني.,خمسمية دولار بالين الياباني.,دولار بالين الياباني.,دولار بالين الياباني .,دولار بالين الياباني.,خمسمية دولار بالين الياباني.,مئة دولار بالين الياباني.,دولار بالين الياباني .,دولار ب الين الياباني.,خمسمية دولار باليان الياباني.,خمسمية دولار بالين الياباني.,ميات دولار باليان الياباني.
9903,أفرجيك كم واحد.,هوريك شوية.,دوك نوريهولك.,راح أورجيك شوي.,أنا هوريك عينة.,اشوفك بعضها.,راح اراويك قسم.,رح فرجيك .,توا نوريك شوية.,حأوريلك شويه .,ورجيك شوي.,كم واحد.,نوريك شوية.,حوريك بعضها.,أفرجيك شوي منهم.,أوريك بعضه.,غاح اشوفك شويه.,. سأريك بعضاً .,براويك بعض.,نوريليك منهم.,بوريك بعضها.,افرجيك شوي .,شاوريك شويه.,باش نوريكم.,نوريك منهم.,تو نوريهولك.
9906,حبوب منومة.,حبوب منومة.,حبوب منومة.,حبوب منومة.,منومة .,حبوب منومة.,حبوب منومة.,منوم .,حبوب منومة.,منومة .,حبوب منومة.,حبوب تنوم.,الحبوب المنومة.,حبوب منومة.,حبوب منوم.,حبوب نوم.,حبوب تنوم.,المنومة .,الحبوب المنومة.,أقراص منومة.,حبوب منومة.,منومة .,حبوب منوم.,طوابع نوم.,حبوب ترقد.,حرابش منومة.
9910,تمسك المجرم بأسرع وقت ممكن.,على المجرم فى أقرب وقت ممكن.,تحكمو المجرم بأقصى سرعة.,إنكم تلاقوا المجرم بأسرع وقت.,على المجرم في اقرب وقت ممكن.,تلزمون المجرم باسرع وقت ممكن.,تلزم المجرج باقرب وقت ممكن.,تلقطو المجرم بأسرع وقت .,تمسك المجرم بأقصى وقت ممكن.,انكم تقبضو عالمجرم بسرعة .,تمسك المجرم بأسرع وقت.,الله تصيدون المجرم في اقرب وقت.,المجرم في أقرب وقت ممكن.,تقبض على المجرج بسرعة.,تمسكو المجرم بأسرع وقت ممكن.,تقبض المجرمين بسرعة قدر الإمكان.,تمسكون المجرم باقرب وقت ممكن.,القبض على المجرم في أقرب وقت ممكن .,على المجرم في أقرب وقت ممكن.,تشد المجرم فأقرب وقت.,تمسك المجرم بأسرع ما يمكن.,انك تمسك المجرم باسرع وقت .,المجرم في أقرب وقت ممكن.,نتمنى تشدوا المجرم فيسع.,الله تشدو المجرم باسرع ما يمكن.,تشدو المجرم في أسرع وقت.
9945,المجرم قريب.,المجرم قريب.,المجرم ماهوش بعيد.,المجرم قريب.,قربي من هنا.,المجرم هنا.,المجرم قريب.,المجرم قريب.,المجرم قريب.,المجرم قريب .,المجرم قريب.,المجرم قريب.,المجرم قريب.,المجرم قريب.,المجرم قريب.,المجرم قريب.,المجرم قغيب.,المجرم قريب .,المجرم قريب.,راه قريب.,المجرم قريب.,المجرم قريب.,المجرم قريب.,المجرم موش بعيد.,المجرم قريب.,المجرم موش بعيد.
9948,إذا سمحت.,لو سمحت.,من فضلك.,لو سمحت.,لو سمحت.,طوابع، رجاءً.,اختام رجاءا.,بتريد .,لو سمحت.,فضلك .,لو سمحت.,لو سمحت.,طوابع عافاك.,لو سمحت.,لو سمحت.,من فضلك.,بريديي رجاءا.,فضلك .,من فضلك.,تنابر عافاك.,لو سمحت.,لو سمحت.,لو سمحت.,طوابع، يعيشك.,من فضلك.,تنابر، يعيشك.
9949,التهاب حلق.,فى الزور.,وجعني.,إلتهاب بالحلق.,في الحلق.,احتقان بالحنجره.,احتقان بالبلعوم.,ملتهبة.,حلقي جاف.,الزور .,ملتهب.,ملتهبة.,في الحلق.,الم بالحلق.,بيوجعني.,قرحة حلق.,باحتقان بالحنجره.,الحلق .,في الحلق.,آلام فالحنجرة.,التهاب حلق.,بحلقي .,في الحلق.,في قراجمي.,ملتهبة.,في قراجمي.
9955,تذكارية من نيويورك.,من نيويورك.,من نيويورك.,تذكارية من نيويورك.,تذكارية من نيويورك.,من نيويورك.,تذكارية لنيويورك.,نيويورك .,نيو يورك.,من نيويورك .,تذكارية من نيويورك.,من نيويورك.,الهدايا التذكارية من نيويورك.,من نيو يورك.,من نيو يورك.,من نيو يورك.,من نيو يورك.,التذكارية من نيويورك .,الهدايا التذكارية من نيويورك.,من نيويورك.,من نيو يورك.,تذكارية من نيويورك.,تذكاريه من نيويورك.,من نيويورك.,من نيو يورك.,من نيويورك.
9969,تبعت حمال؟,ممكن تبعت شيال؟,تعيط لحمال يجي؟,اوت. ممكن تجيب حمال؟,تبعتلي شيال؟,تبعث شيال؟,ترسل حمال؟,تبعت حمال؟,تقدر تدز حمال؟,. ممكن تبعت شيال؟,تبعت حمال؟,ممكن تطرش حامل الشنط؟,تصيفط شي حمال؟,ترسل حمال؟,تبعت عتال؟,ترسل حمال؟,تطيق ترسل شيال؟,أرسلت خادماً إلى أعلى ؟,تقدر تطرش حمال؟,ليك تصيفط شي حمال؟,ترسل حمال؟,تطلع حمال؟,ترسل حمال؟,تعيط لحمال؟,تبعت حمال؟,تبعث حمال؟
9979,ساعتي.,وقفت.,ديالي حبست.,وقفت.,وقفت.,وكفت.,وكفت.,ساعتي .,وقفت.,وقفت .,وقفت.,وقفت.,توقفات.,توقفت.,وقفت.,وقفت.,توقفت.,ساعتي .,ساعتي.,وقفات.,توقفت.,وقفت .,وقفت.,وقفت.,وقفت.,سكتت.
9983,شلون بتحبو؟,تحبه إزاى؟,كيفاش تحبو؟,كيف حبيته؟,انت بتحبها ازاي؟,شلون تحبه؟,شلون تحبه؟,كيف بتحبو؟,كيف عجبك؟,بتحبه ازاي؟,كيف ملاقيه؟,شلون يعجبك؟,كيفاش بغيتيه؟,كيف تباها؟,كيف حبيتها؟,كيف بتحبه؟,اشون تحبو؟,؟ كيف تفضلها ؟,كيف تبغاه؟,كيفاش بغيتيه؟,كيف تبيه؟,كيف بتحبه؟,كيف عجبتك؟,كيفاش تحبها؟,كيف لقيته؟,كيفاش حبيتو؟
10006,تسعة الصبح.,تسعة الصبح.,التاسعة صباحا.,تسعة الصبح.,تسعة الصبح.,تسعة الصبح.,بالتسعة الصبح.,الصبح .,التسعة في الصبح.,تسعة الصبح .,تسعة الصبح.,تسع الصبح.,فالساعة التاسعة صباحا.,بالضبط في الصباح.,الساعة تسعة الصبح.,تسعة صباحا.,تسعه الصبح.,التاسعة صباحاً .,تسع صباحا.,د الصباح.,تسعة الصباح.,تسعة الصبح .,تسع في الصبح.,متاع الصباح.,تسعة الصبح.,متاع الصباح.
10032,كتاب تلوين.,كتاب تلوين.,كتاب تلوين.,كتاب تلوين.,كتاب تلوين.,دفتر تلوين.,كتاب تلوين.,تلوين .,كتاب تلوين.,تلوين .,دفتر تلوين.,دفتر تلوين.,كتاب تلوين.,كتاب ملون.,دفتر تلوين.,كتاب تلوين.,دفتغ تلوين.,تلوين .,كتاب التلوين.,كتاب دالتلوين.,كتاب تلوين.,كتاب تلوين.,كتاب ملون.,متاع تلوين.,كتاب تلوين.,كتاب تلوين.
10037,بدوار السفر.,بدوار جو.,دوار الجو.,دوخة الطيارة.,عندي دوران الجو.,مال الجو.,دوار جوي.,من الطيران .,بدوار الجو.,جو .,من الطيران.,دوار الجو.,حريق الرأس.,دوار الجو.,من الطيران.,بدوار الجو.,بدوار الجو.,الجو جواً .,بدوار الجو.,دوار الجو.,بتعب جوي.,دوار الجو .,بدوخه.,متاع الهواء.,من الهوا.,دوخة الجو.
10043,بنك ياباني؟,بنك يابانى؟,لبنك ياباني؟,بنك ياباني؟,اروح لبنك ياباني؟,لبنك ياباني؟,لبنك ياباني؟,بنك ياباني؟,للبنك الياباني؟,لبنك ياباني؟,بنك ياباني؟,بنك ياباني؟,لبنك ياباني؟,بنك يأباني؟,بنك ياباني؟,أمشي لبنك ياباني؟,لبنك ياباني؟,على بنك ياباني ؟,بنك ياباني؟,لبنك ياباني؟,لبنك ياباني؟,بنك ياباني؟,بنك ياباني؟,لبانكا يابانية؟,لبنك ياباني؟,لبانكا يابانية؟
10045,مصاري بالبنك.,فى بنك.,دياولك في بنك.,المصاري من البنك.,الفلوس في البنك.,فلوس بالبنك.,فلوس بالبنك.,مصاري بالبنك.,في البنك.,في البنك .,مصاري ببنك.,في البنك.,الفلوس فالبنك.,في البنك.,في البنك.,في البنك.,فلوس ببنك.,من البنك .,في البنك.,فلوسك فالبنك.,في البنك.,بالبنك .,في البنك.,في بانكا.,في بنك.,في بانكا.
10065,وقت للمغادرة؟,عالتشيك آوت؟,الوقت قبل الانطلاق؟,منيح لنسجل خروج؟,على تسجيل الخروج؟,للجيك اوت؟,الخروج هواي؟,للتشك اوت؟,عشان ندير تشيك اوت؟,عالتشيك آوت؟,منيح للخروج؟,نسوي جيك اوت؟,بزاف قبل المغادرة؟,كافي للخروج؟,منيح للخروج؟,كافي للخروج؟,كثيغ لتسجيل الخروج؟,لإنهاء إجراءات المغادرة ؟,الوقت للتشيك اوت؟,دالوقت قبل الانطلاق؟,لتسجيل المغادرة؟,وقت للطلعة؟,عاسب أسجل خروج؟,وقت قبل الخروج؟,وقت باش نطلع؟,وقت قبل المشي؟
10069,أفضل زباينا.,أفضل زبايننا.,أفضل الزبائن دياولنا.,أهم زباينا.,احسن زباينا.,افضل زباينا.,احسن عملائنا.,الزباين عنا .,أفضل الزباين عندنا.,افضل عملائنا .,العملاء يللي عنا.,افضل العملاء عندنا.,أفضل الزبناء ديالنا.,افضل العملاء عندنا.,زباينا المميزين.,أحسن عملائنا.,احسن اربع عملاء.,عملائنا .,أفضل عملائنا.,الزبائن ديالنا.,افضل زبائننا.,أحسن عملائنا.,أفضل الزباين.,الحرفة الباهيين عنا.,احسن الزباين متاعنا.,من أحسن كليوناتنا.
10078,سنان منيح؟,أسنان كويس؟,أسنان مليح؟,أسنان كويس؟,سنان كويس؟,اسنان جيد؟,اسنان زين؟,اسنان شاطر؟,أسنان كويس؟,سنان كويس؟,سنان شاطر؟,اسنان زين؟,أسنان مزيان؟,اسنان كويس؟,سنان شاطر؟,أسنان كويس؟,اسنان مليح؟,أسنان جيد ؟,اسنان زين؟,طبيب أسنان مزيان؟,اسنان جيد؟,اسنان منيح؟,أسنان كويس؟,سنان باهي؟,سنون كويس؟,سنين باهي؟
10084,خبر للقنصلية فوراً.,تبلغ القنصلية فورا.,السفارة فالحين.,القنصلية هلأ.,القنصلية دلوقتي حالاً.,تخبر القنصلية فوراً.,القنصلية هسه.,القنصلية هلأ .,القنصلية على طول.,القنصلية حالا .,القنصلية فوراً.,القنصلية الحين.,القنصلية دابا.,القنصلية دحين.,القنصلية هلأ.,تنبه القنصلية الآن.,تخبرالقنصليه هسه.,القنصلية على الفور .,القنصلية بأسرع مايمكن.,القنصلية فورا.,القنصلية حالا.,للقنصلية هلا .,القنصلية الان.,توة القنصلية.,للقنصليه علي طول.,توا القنصلية.
10091,بلا تحريك.,مش متقلب.,ماشي بالملعقة.,مش مخفوق.,مش مضروب.,مو مخيوط.,ما مثبت.,ما تحركو.,مش مخفوق.,مش بمعلقة .,مو محرك.,مو مخلوط.,ماشي مخفوقة.,مو مخفوق.,مش محرك.,ما محرك.,ما مخفوق.,مضروب .,لا أثار.,ماشي بالمعلقة.,مو مخفوق.,مخفوق .,مش مخلوط.,موش المغرفة.,مش مخلط.,وموش بالمغرفة.
10098,ولا بغرفة خاصة، أستاذ؟,فى أوضة خاصة، يا فندم؟,في قاعة خاصة، يا سيدي؟,الرئيسي وإلا بغرفة خاصة؟,في أوضة خاصة، حضرتك؟,لو بغرفة خاصة، استاذ؟,لو بغرفة خاصة، استاد؟,او بغرفة خاصة استاذ؟,لا دار خاصة، يا استاد؟,و لا في أوضه خاصة، حضرتك؟,ولا بغرفة خاصة، استاذ؟,في غرفة خاصة، اخوي؟,فغرفة خاصة، ا سيدي؟,في غرفة خاصة، سيدي؟,ولا غرفة خاصة، حضرتك؟,ول غرفة خاصة، سيدي؟,لو بغرفه خاصه، سيدي؟,في غرفة خاصة يا سيدي ؟,في غرفة خاصة، يا سيدي؟,فغرفة خاصة، سيدي؟,في غرفة خاصة، سيدي؟,و لا بغرفة، سيدي؟,في الغرفه الخاصه، سيدي؟,صالة خاصة، يا سيدي؟,في دار خاصه، يا سيد؟,في قاعة خاصة، موسيو؟
10102,عالشاطي بالموسم.,بيروحوا الشاطئ خلال الموسم.,للشاطئ فالموسم.,الشط خلال هاد الفصل.,البحر في الموسم.,للشاطئ خلال الموسم.,للشاطئ خلال هذا الفصل.,عالبحر بهالوقت.,يمشو للبحر خلال الموسم.,الموسم ده .,بروحوا عالشط خلال الموسم.,الساحل في هالفترة.,كيمشيو للشاطئ خلال الموسم.,للشاطيء في الموسم.,على البحر خلال الموسم.,بيمشوا للشاطئ خلال الموسم.,تغوح للشاطئ خلال الموسم.,الشاطئ خلال الموسم .,إلى الشاطئ خلال الموسم.,للشاطئ فهاد الوقت.,يروحون للشاطئ في الموسم.,الشاطئ خلال الموسم .,بيسيروا الشاطئ خلال الموسم.,للشط في الموسم.,للبحر خلال الموسم.,على طول الموسم.
10107,وخمسين رطل.,مية وخمسين رطل.,وخمسون رطل.,مية وخمسين رطل.,وخمسين رطل.,وخمسين رطل.,مية وخمسين رطل.,و خمسين رطل.,و خمسين رطل.,وخمسين رطل.,وخمسين رطل.,وخمسين باوند.,وخمسين رطل.,وخمسين رطل.,و خمسين جنيه.,و خمسين رطل.,وخمسين رطل.,وخمسين رطلاً .,وخمسين رطل.,وخمسين رطل.,و خمسين رطل.,خمسين رطل .,ميه وخمسين رطل.,وخمسين رطل.,خمسين رطل تقريبا.,وخمسين رطل.
10111,لازم أحول؟,أحول فين؟,الرسالة ديالي؟,بقدر أحول؟,اتنقل فين؟,المفروض احول؟,لازم احول؟,بدي حول؟,نقدر ننقل؟,اتنقل لفين؟,لازم انتقل؟,احول؟,خاصني ننقل؟,يبالي احول؟,بقدر أحول؟,مفروض احول؟,لازم احول؟,أن أنقل ؟,لازم انقل؟,تذكرة المراسلة ديالي؟,لازم انقل؟,لازم انقل؟,المفروض انتقل؟,ناخذ المراسلة؟,انبدل؟,النقل متاعي؟
10114,الممتلكات الضائعة؟,الممتلكات المفقودة؟,تع الأشياء المفقودة؟,الممتلكات المفقودة؟,الحاجات الضايعة؟,مكتب المفقودات؟,الممتلكات الضايعة؟,الممتلكات المفقودة؟,الأملاك المفقودة؟,مكتب المفقودات؟,مكتب المفقودات؟,مكتب المفقودات؟,الممتلكات المفقودة؟,الممتلكات الضأيعة؟,مكتب المفقودات؟,الممتلكات الضايعة؟,الممتلكات المفقودي؟,المفقودة .,الممتلكات المفقودة؟,الأغراض المفقودة؟,مكتب المفقودات؟,مكتب المفقودات؟,الممتلكات المفقوده؟,الي كانت ضايعة؟,الحاجات الرايحه؟,الحاجات الضايعة؟
10116,بروح لهنيك مباشرة؟,بيروح هناك مباشرة؟,تروح مباشرة؟,بروح هناك مباشرة؟,هنكا على طول؟,يروح بهذا الاتجاه؟,هناك مباشرة؟,لهونيك دغري؟,تمشي غادي طول؟,بيروح مباشرة لهناك؟,بروح لهنيك مباشرة؟,هناك سيدة؟,كيمشي مباشرة لتما؟,لهناك على طول؟,هناك دغري؟,بمشي هناك مباشرة؟,يغوح هنوك مباشرة؟,مباشرة إلى هناك ؟,إلى هناك مباشرة؟,كيمشي لتما مباشرة؟,هناك مباشرة؟,بيروح هناك مباشرة؟,لا هاناك طوالي؟,تمشي طول؟,يمشي غديكا طول؟,تمشي مسترسلة؟
10125,معاملة خاصة؟,أى علاج مخصوص؟,علاج خاص؟,معالجة خاصة؟,علاج خاص؟,معاملة خاصة؟,معاملة خاصة؟,لعلاج خاص؟,علاج خاص؟,اى معاملة خاصة؟,معاملة خاصة؟,معاملة خاصة؟,معاملة خاصة؟,عنأية مميزة؟,معاملة خاصة؟,لأي معاملة خاصة؟,اي علاج خاص؟,خاص ؟,أي علاج خاص؟,لشي علاج خاص؟,علاج خاص؟,معاملة خاصة؟,معاملة خاصة؟,لعلاج خاص؟,لاي معامله خاصة؟,لمعالجة خاصة؟
10129,كاش ولا بطاقة؟,ولا شحن؟,ببطاقة الخصم؟,كاش والا شحن؟,ولا على الحساب؟,على الحساب؟,كاش لو تحميل؟,او بشرجو؟,و لا رسم؟,و لا عالحساب؟,ولا ببطاقة الإئتمان؟,او شحن؟,ولا بطاقة دفع؟,ولا شحن؟,ولا رسوم؟,كاش ول شحن؟,نقد لو رسم؟,يضاف على الفاتورة ؟,أو شحن؟,أولا ببطاقة السلف؟,نقدي او شحن؟,كاش ولا شحن؟,والا رسوم؟,والا بالكارطة؟,و الا خصم؟,بطاقة الخصم؟
10134,من سنة.,من سنة فاتت.,البيت عندها عام.,من سنة.,ده من سنة.,قبل سنة.,قبل سنة.,من سنة .,قبل سنة.,من سنه فاتت .,البيت من سنة.,قبل سنة.,قبل عام.,قبل سنة.,قبل سنة تقريباً.,دا قبل سنة.,قبل سني.,منذ عام .,قبل عام.,هادي عام.,من سنة.,من سنة .,البيت قبل سنه.,عنا عام.,هدا سنه فاتت.,عندنا عام.
10155,لتطلع فيزتي؟,علشان الفيزا بتاعتى تطلع؟,تديرلي بطاقة فيزا جديدة؟,وقت عشان تطلع؟,لغاية الفيزة بتاعتي متطلع؟,تصدر الفيزا مالتي؟,ما تصد الفيزا؟,لاخذ الفيزا؟,تطلع الفيزا بتاعي؟,اخد الفيزا اللي حتطلعوها؟,فيزتي لتطلع؟,لين تسوون تأشيرتي؟,باش ناخد الفيزا ديالي؟,الفيزا حقتي يصدروها؟,فيزتي لتطلع؟,عشان احصل على فيزتي؟,حتى تكمل فيزتي؟,التأشيرة لي ؟,الحصول على تأشيرتي؟,نصايب بطاقة فيزا جديدة؟,الفيزا حقتي؟,حتى اخذ الفيزا؟,عاسب فيزتي تطلع؟,باش نعاود الفيزا كارط؟,متاعي باش تطلع؟,تعملي بطاقة فيزا جديدة؟
10156,الحمامات؟,الحمامات؟,نصيب المرحاض؟,الحمامات؟,الحمامات؟,المرافق؟,الحمامات؟,الحمامات؟,الحمامات؟,الحمامات؟,الحمامات؟,الحمامات؟,كاين الحمامات؟,الحمام؟,الحمامات؟,الحمامات؟,الحمامات؟,الراحة ؟,الحمامات؟,المراحيض؟,الحمامات؟,الحمامات؟,الحمامات؟,التواليتات؟,الحمامات؟,موجودين التوالاتات؟
10160,وأربعين جنيه، يا مدام.,وأربعين جنيه، يا مدام.,وأربعون جنيه، يا مدام.,وأربيعين جنيه، يا مدام.,واربعين جنيه، يا مدام.,واربعين جنيه، يا مدام.,واربعين جنيه، يا ست.,اربعين جنيه، يا مدام .,و أربعين باوند، يا ابله.,اربعين جنيه، يا مدام .,وأربعين جنيه، يا مدام.,وثلاثة واربعين جنيه، اختي.,وثلاثة وأربعون جنيه، أسيدتي.,وأربعين جنيه، يا مدام.,أربعين جنيه، يا مدام.,وأربعين جنيه، يا مدام.,واربعين باوند، يا مدام.,جنيه ، يا سيدتي .,وأربعون جنيه، يا مدام.,و اربعين جنيه، أسيدتي.,وأربعين جنيه، يا سيدتي.,و اربعين جنيه، يا مدام.,وأربعين جنيه، يا مدام.,اربعين جنيه، يا للة.,اربعين جنيه، يا مدام.,وتلاثا وأربعين جنيه، مادام.
10164,بورق لف حلو؟,فى ورق هدايا حلو؟,في ورق تغليف شباب؟,بشوية ورق هدايا حلو؟,في ورق هدايا حلو؟,تلفها بورق حلو؟,تلفها بورق حلو؟,تلفا بورق حلو؟,بشوية ورق تغليف حلو؟,تلفهالي بورق لف جميل؟,اياها بورق هدايا حلو؟,تغلفه بجلادة حلوة؟,ديال ورق التغليف الجميل؟,تغلفها بتغليف حلو؟,بلفة هدية حلوة؟,بعض ورق اللف الجميل؟,بورق تغليف حلو؟,لي في ورق لف جميل ؟,بعض ورق التغليف الجميل؟,لي فكاغيط مزوق زوين؟,في ورق لف جميل؟,تغلفها بورق هدايا حلو؟,بورق لف حالي؟,في ورق باهي؟,تغلفها بسفار حلو؟,في غلاف مزيان؟
10182,هالطرق رائعة.,سكك حديد ضخمة.,منتزهات روعة.,وجهة النظر.,المنظر ده.,ممرات عظيمة.,هاي طرق رائعة.,هول اثار عظيمة .,طرق روعة.,الاشجار في منتهى الجمال .,هالطرقات بتجنن.,واجد حلو.,مسارات كبيرة.,ممرات مشاة حلوة.,في آثار رائعة.,ديل آثار عظيمة.,هذي مسارات عظيمي.,مسالك رائعة الجمال .,هذه هي مسارات كبيرة.,ممرات رائعة.,هذي مسارات عظيمة.,المسارات بيجننو .,طرق كبار.,بارشا المنتزهات.,مسارات مليحه.,ثنايا مزيانين.
10187,ناس مصابين.,ناس إتصابت.,مصابين.,ناس إنصابوا.,ناس اتعورت.,ناس مصابين.,ناس مصابين.,انجرحو .,ناس مجروحين.,متعورة .,ناس انصابوا.,ناس متعورين.,ناس مجروحين.,ناس مصابة.,جرحى.,ناس اتجرحوا.,ناس انصابت.,أناس .,مصابون.,جرحى.,ناس مجروحين.,مصابين .,ناس جرحى.,مجروحين.,ناس انصابو.,مجاريح.
10191,المحطة هون؟,القريبة من هنا؟,جاية المحطة؟,قريبة من هون؟,قربية من هنا؟,المحطة القريبة؟,الي هنا؟,في محطة هون؟,المحطة هنا؟,المحطة القريبه؟,القريبة من هون؟,المحطة هني؟,المحطة فهاد النواحي؟,اللي هنا؟,القريبة من هون؟,البي هنا؟,حولنه هوني؟,المحطة هنا ؟,المحطة اهني؟,هي المحطة؟,المحطة القريبة؟,المحطة القريبة من هون؟,الذي هانا؟,وين المحطة؟,في الجيهة هادي؟,وين المحطة؟
10224,حجز إلك.,حجز ليك.,حجز ليك.,حجز إلك.,حجز ليك.,حجز الك.,حجز الك.,حجز الك .,لك .,ليك .,حجز إلك.,حجز لك.,حجز ليك.,حجز لك.,حجز الك.,حجز ليك.,حجز اللك.,حجز لك .,حجز لك.,حجز ليك.,حجز لك.,الك .,حجز لك.,حجز ليلك.,حجز ليك.,ليك إنت.
10238,بالباص. وين بقدر أطلع بالباص؟,المدينة بالأتوبيس. أقدر آخد أتوبيس منين؟,ديالي فالمدينة. وين نقدر نصيبها؟,بالباص. من وين بقدر آخد باص؟,المدينة بالاتوبيس. أقدرأخد اتوبيس من فين؟,بالمدينة بالباص. منين اكدر اخذ باص؟,بالباص، وين اكدر اخذ باص؟,بالباص . من وين باخذ الباص؟,المدينة بحافلة. وين نقدر ناخذ حافلة؟,بالاتوبيس . من فين اقدر اخد اوتوبيس؟,بالمدينة. من وين فيني آخد باص؟,المدينة بالباص. وين اقدر احصل واحد؟,بالطوبيس. فين ممكن ناخد الطوبيس؟,بالباص. فين اقدر اخذ باص؟,المدينة بالباص. وين بقدر أركب الباص؟,المدينة بالبص. وين ممكن اخد بص؟,بالباص. وين اطيق اخذ باص؟,أين يمكن أن أستقل حافلة ؟,الحافلة. وين اقدر احصل الحافلة؟,ديالي فالمدينة. فين يمكن نلقاه؟,الباص. من وين اقدر اخذ الباص؟,بالباص . من وين بقدر اخذ باص؟,بالباص. من أين أقدر اشل باص؟,البلاد. وين ناخذ واحد؟,بلباص. من وين نقدر ناخد باص؟,المدينة. منين نجم ناخو واحدة؟
10243,إذا سحمت.,لو سمحت.,من فضلك.,لو سمحت.,لو سمحت.,رجاءً.,رجاءا.,بتريد .,لو سمحت.,فضلك .,لو سمحت.,لو سمحت.,عافاك.,لو سمحت.,لو سمحت.,من فضلك.,رجاءا.,فضلك .,من فضلك.,عافاك.,لو سمحت.,سمحت .,لو سمحت.,يعيشك.,من فضلك.,يعيشك.
10257,بدي أطلب فطور بكرة.,عاوز أطلب فطار بكرة.,حاب نطلب فطور الصباح.,بدي أطلب فطور بكرا.,عاوز اطلب فطار بكرة.,اريد اطلب فطور باجر.,اريد اطلب ريوك لباجر.,اطلب الترويقة بكرا .,نبي نطلب فطور بكرة.,اطلب فطار لبكرة .,بدي اطلب فطور بكرا.,اطلب الريوق حق بكرة.,بغيت نطلب الفطور غدا.,أبا اطلب الفطور بكرة.,حابب أطلب فطور لبكرا.,داير أطلب فطور بكرة.,اغيد اطلب تغيوقه غدا.,أن أطلب إفطار الغد .,ابغا اطلب الإفطار غدا.,الطلبية على الفطور د غدا.,ابغى اطلب فطور بكرة.,بدي اطلب فطور بكرا .,اشتي اطلب صبوح بكرة.,نحب نطلب فطور الصباح لغدوة.,نبي ندير طلبيه لفطور غدوه.,نطلب فطور الصباح لغدوة.
10272,الجنسي بمكان العمل؟,الجنسى فى مكان العمل؟,في أماكن العمل؟,بتصير في مكان الشغل؟,الجنسي في أماكن الشغل؟,الجنسي بمكان العمل؟,الجنسي بمكان العمل؟,الجنسي بمكان العمل؟,الجنسي في مكان العمل؟,الجنسي في مكان العمل؟,الجنسي بمكان العمل؟,الجنسي في مكان العمل؟,الجنسي في بلاصت العمل؟,الجنسي في الشغل؟,في مكان الشغل؟,الجنسي في أماكن العمل؟,الجنسي بورشة العمل؟,في مكان العمل ؟,الجنسي في مكان العمل؟,داخل أماكن العمل؟,في مكان العمل؟,الجنسي بمكان الشغل؟,الجنسي في مكان العمل؟,الجنسي في بلايص الخدمة؟,الجنسي في مكانات الخدمه؟,الجنسي في بلايص الخدمة؟
10318,أختين.,عندى أختين.,أختين.,أختين.,عندي اختين.,خوات اثنين.,خوات اثنين.,اختين .,اختين.,أختين .,أختين.,اختين.,جوج خواتات.,اختين.,أختين.,اختين.,اختين.,شقيقتان .,اختين.,جوج اخواتات.,اختين.,اختين .,ثنتين خوات.,خوات بنات.,زوز خوات.,زوز أخوات.
