ID,Aleppo,Alexandria,Algiers,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddah,Jerusalem,Khartoum,Mosul,MSA,Muscat,Rabat,Riyadh,Salt,Sanaa,Sfax,Tripoli,Tunis
11817,غرفة فاضية هالليلة؟,متاحة الليلة دى؟,غرفة فارغة لهاذ الليلة؟,غرفة متوفرة الليلة؟,فاضيه الليلة دى؟,غرفة متوفره الليلة؟,غرفة الليلة؟,أوضة فاضية الليلة؟,دار فاضية الليلة؟,متاحة الليلة دي؟,غرفة فاضية الليلة؟,غرفة متوفرة الليلة؟,غرفة خاوية لهاد الليلة؟,غرفة فاضية اليوم؟,غرفة فاضية الليلة؟,متاحة لي الليلة؟,غرفه متوفره لليلي؟,غرفة متاحة الليلة ؟,غرفة متاحة الليلة؟,شي غرفة خاوية هاد الليلة؟,غرفة فاضية الليلة؟,غرفة فاضية الليلة؟,غرفه فاضيه الليله؟,بيت فارغة لليلة؟,دار فاضيه الليله؟,بيت حاضرة ليل؟
11821,تأكد أنو بطاقتك معك.,إتأكد إن التذكرة بتاعتك معاك.,بلي تحصلت على التذكرة ديالك.,اتأكد إنه التذكرة موجودة معك.,أتاكد أنه معاك تذكرتك.,تأكد انه التذكره وياك.,تاكد ماخذ تذكرتك وياك.,تأكد إنو البطاءة تبعك معك.,تأكد انك واخذ تذكرتك معايا.,إتأكد إن تذكرتك معاك.,اتأكد انه تذكرتك معك.,تأكد ان تكون معاك ذكرتك.,تأكد بلي عندك تذكرة .,تاكد ان التذكرة معاك.,اتأكد تكون تزكرتك معك.,أتأكد ان عندك تزكرتك معاك.,كون متاكد انه تذكرتك معاك.,تأكد أن تذكرتك معك .,من أن لديك تذكرة معك.,تأكد باللي التذكرة معاك.,تأكد ان معك تذكرتك.,متأكد انو التذكرة تكون معك .,اتاكد ان تذكرتك تكون معك.,ثبت خذيتشي تسكرتك.,تاكد ان تذكرتك معاك.,كون متأكد إلي تيكي معك.
11862,واحد رح يجوا عالجولة الاختيارية.,من الناس هينضموا للجولة الاختيارية.,ناس برك يجوا للرحلة لاختيارية.,اللي راح يشتركوا بالرحلة الإختيارية.,قليلين اللى هينضموا للجولة الاختيارية.,شخص راح ينظمون للجولة الاختيارية.,ناس راح يجون بالجولة الاختيارية.,للجولة الإختيارية إلا ناس قليلة.,بس حيجو للجولة الاختيارية.,اللي هايكونوا في الجولة الاختياري.,بس رح ينضموا للجولة الاختيارية.,بيروحون جولتنا الاختيارية.,الناس اللي غينضمو للجولة الاختيارية.,بس حيسووا الجولة الأختيارية.,قليل رح ينضم للجولة الاختيارية.,بسيطين ح ينضموا للجولة الاختيارية.,ناس غاح ينضمون للجوله الاختياريه.,الاختيارية إلا القليل من الناس .,قليل من الأشخاص إلى الجولة الاختيارية.,غادي ينضمو لهاد الجولة الاختيارية.,الناس بس بيسوون الرحلة الاختيارية.,الناس رح ينضمو للجولة الاختيارية .,بس اللي بينضمو للرحله الاختياريه.,باش يجيو للرحلة الاختيارية.,بس حيمشو الجوله الاختياريه.,عباد بش يلتحقوا بالجولة الاختيارية.
11872,سمحت خدني على مركز الحي الصيني. رح أجرب ألاقيه لحالي.,من فضلك تاخدنى لمركز تشيناتون. أنا هحاول أكتشفه بنفسى.,اديني لمركز شايناتاون، من فضلك. نحاول نصيبو بنفسي.,سمحت خدني على مركز تشيناتون. وراح أحاول أكتشفه لحالي.,خدنى لوسط المدينة الصينية. وأنا هحاول أكتشفها بنفسى.,رجاءً اخذني لمركز جايناتاون. اريد ادور عليه بنفسي.,رجاءا اخذن لمركز المدينة الصينية. راح احاول الكاه بنفسي.,بتريد خدني على وسط تشاينا تاون. رح جرب إكتشفا لحالي.,لو سمحت خوذني للسنتر بتاع شايناتاون. توا نحاول ندورها بروحي.,جوة الحي الصيني. أنا هحاول أكتشف مع نفسي.,رجاءً خدني عمركز الحي الصيني. رح حاول لاقيه لحالي.,مركز جايناتاون لو سمحت. بحاول اعرف بروحي.,ديني لوسط الحي الصيني. غادي نحاول نلقاها بنفسي.,لو سمحت خذني الى وسط الحي الصيني. حكتشفها بنفسي.,سمحت خدني على مركز الحي الصيني. رح أحاول ألاقيه هناك لحالي.,فضلك وديني للمركز بتاع شايناتاون، ح أحاول ألقاه بنفسي.,رجاءا خذني لمركز المدينه الصينييي. غاح احاول القيها بنفسي.,من فضلك إلى مركز الحي الصيني . سأحاول أن أجده بنفسي .,خذني إلى وسط الحي الصيني. سأحاول أن احصلها بنفسي.,وصلني لوسط الحي الصيني، عافاك. غادي نحاول نلقاه بوحدي.,لو سمحت خذني لمركز المدينة الصينية. بحاول القاه بنفسي.,سمحت خذني للقرية الصينية، رح احاول الاقيه لحالي .,لا تهم.,هزني لمركز شيناتون، يعيشك. تو نحاول نلقاها وحدي.,حال، ارفعني لوسط القريه الصينيه. حنجرب نلقاه بروحي.,لسنتر متع صين. توا نحاول نفركس عليه وحدي.
11879,جدد رح يتوظفوا بنيسان.,إتعينوا فى أبريل.,توظفوا في أفريل.,الجداد بستأجروا بنيسان.,جديدة هتتعين فى أبريل.,توضفوا بشهر نيسان.,جدد يوظفوهم بابريل.,ناس جداد بنيسان.,عينوهم في شهر اربعه.,بتتعين في ابريل.,عالم جداد بنيسان.,جداد بيتوظفون في ابريل.,ناس جداد في أبريل.,يتوظفو في ابريل.,رح يتوظفو في أبريل.,اتعينوا في أبريل.,الجداد يتعينون بنيسان.,جدد في أبريل .,أشخاص جدد في أبريل.,جداد توظفو فأبريل.,تعينوا في ابريل.,تعينو بشهر اربعة .,بيتوظفو في ابريل.,باش يدخلوا يخدموا في افريل.,خدموهم في ابريل.,بش ينتدبوا في آفريل.
11880,بتمنى.,أتمنى كدة.,نتمنى ذلك.,بتمنى.,ياريت.,هذا الشي.,يا ريت.,إنشاالله.,شاء الله هكي.,أتمنى.,بتمنا.,شاء الله.,كنتمنى داكشي.,أتمنى.,بتمنى.,أتمنى ذلك.,اتمنى.,ذلك .,آتمنى ذلك.,كنتمنى.,أتمنى ذلك.,هيك .,اتمنى ذلك.,هاكا شنحب.,نتمنى هكي.,نتمنى والله.
11885,ومي، إذا سمحت.,وميا، لو سمحت.,مع ماء، من فضلك.,ومي، لو سمحت.,وماية، لو سمحت.,سكوتش ومي، رجاءً.,سكوج وماي، رجاءا.,ومي، إزا بتريد.,و ميه، لو سمحت.,ومية، من فضلك.,مع مي، لو سمحت.,و ماي، لو سمحت.,سكوتش وما، عافاك.,وموية، لو سمحت.,و مي، لو سمحت.,و موية، من فضلك.,سكوتش وماي، رجاءا.,"الماء , من فضلك .",و ماء، من فضلك.,مع ماء، عافاك.,و ماء، لو سمحت.,ومي، لو سمحت .,و ماء، لو سمحت.,و ماء، يعيشك.,و اميه، من فضلك.,سكوتش وماء، يعيشك.
11901,عم يلعب؟,مين بيلعب؟,شكون يلعب؟,مين بلعب؟,اللى بيلعب؟,دا يعزف؟,منو يلعب؟,عم يلعب؟,من يلعب؟,مين بيلعب؟,عم يلعب؟,من يلعب؟,شكون كيلعب؟,مين يلعب؟,مين بيلعب؟,من اللاعب؟,منو عيلعب؟,الذي يعزف ؟,من يلعب؟,اشكون كيلعب؟,من يلعب؟,مين بيلعب؟,اللي بيلعب؟,شكون يلعب؟,من يلعب؟,شكون يلعب؟
11913,إذا لاقيت شنتايتي؟,لو لقيت شنطتى؟,اذا صبت الساك ديالي؟,في إذا لقيت شنطتي؟,لو لقيت الشنطة بتاعتى؟,اذا لكيت الجنطه مالتي؟,اذا لكيت جنطتي؟,فيني إزا لئيتلي شنطتي؟,لو لقيت شنطتي؟,لو لقيت شنطتي؟,فيني إذا لقيت شنتايتي؟,لي اذا حصلت الشنطة؟,بيا الى لقتيي المحفظة ديالي؟,عليا اذا لقيت شنطتي؟,علي ازا لقيت شنتتي؟,على إذا لقيت شنطي؟,بي اذا لقيت جنطتي؟,بي إن عثرتم على حقيبتي ؟,تتصل بي إذا حصلت حقيبتي؟,بيا إذا لقيتي الحقيبة ديالي؟,اذا لقيت حقيبتي؟,معي اذا لقيت شنتتي؟,لي اذا لقيت شنطتي؟,كان تلقى سطوشي؟,لما تلقى شنطتي؟,وقت تلقى فليجتي؟
11916,إذا سمحت.,لو سمحت.,اليسار، من فضلك.,الشمال، لو سمحت.,الشمال، لو سمحت.,اليسره، رجاءً.,اليسرى، رجاءا.,بتريد، عالشمال.,لو سمحت.,لو سمحت.,لو سمحت.,لو سمحت.,لليسار، عافاك.,لو سمحت.,الشمال، لو سمحت.,من فضلك.,لليساغ، رجاءا.,، من فضلك .,اليسار، من فضلك.,إذا جات على خاطرك.,اليسار، لو سمحت.,لو سمحت .,لو سمحت.,الليسار، يعيشك.,من فضلك.,يسار، يعيشك.
11932,معي ناخد صورة؟,تقف معايا نتصور؟,تاخذ صورة معايا؟,معي عشان نتصور؟,تقف تتصور معايا؟,صوره ويايه؟,توكف يمي للصورة؟,بتتصور معي؟,توقف معايا لصورة؟,معايا ناخد صورة؟,تاخد صورة معي؟,معاي حق نصور؟,معايا باش نتصورو؟,جمبي تتصور معأيا؟,توقف تتصور معي؟,تقيف معاي لصورة؟,تقف معاي للصوره؟,معي لالتقاط صورة ؟,معي من أجل صورة؟,معايا ناخدو صورة؟,توقف معي لصورة؟,توقف معي بالصورة؟,تجي جمبي نتصور؟,تاخذ تصويرة معايا؟,معاي باش نصورو؟,باحذية في تصويرة؟
11938,بتريد تبلغ عنو؟,عاوز تبلغ عنه؟,تحب تصرح بيه؟,بتحب تبلغ عنه؟,من قدام بتوجعني؟,تبلغ على هذا الشي؟,تريد تبلغ عنه؟,بدك تعلن عنو؟,تبي تبلغه؟,عايز تبلغ؟,بتحب تبلغ عنه؟,تبغي تبلغ عنه؟,تبغي تبلغ عليه؟,تبا تبلغ عنه؟,تقدم تقرير عنه؟,داير تقيده؟,تحب تسجلا؟,هل تحب الإبلاغ عنه ؟,ترغب في تبليغ عنه؟,تبلغ على داك الشي؟,تبغى تبلغ عنه؟,بتحب تبلغ عنه؟,تشتي تبلغ عليه؟,تحب تخبر؟,تبي تبلغ عليه؟,تحب تعلنوا؟
11949,القدامي بوجع.,قدام دى بتوجع.,تع القدام توجعني.,اللي قدام بوجعني.,اللى من قدام واجعانى.,السن بالمقدمة يأذي.,السن كدام ياذي.,يوجعني سني الإدماني.,الي لقدام توجع.,قدام دي بتوجعني.,يللي قدام عم يوجعني.,اللي قدام يعورني.,اللي فلقدام كتضرني.,اللي قدام يوجعني.,السن الأمامي بيوجع.,الفي الأمام بتوجع.,السن بالامام يوجع.,في المقدمة تؤلمني .,الي جدام يولم.,السنة دلقدام كتضرني.,في الامام يؤلم.,اللي قدام بيوجع .,اللي بالقدام توجع.,القدامية عاملة فية.,القداميه توجع.,قدامية تعبتني.
11959,كومبيوتر لواحد عمرو خمسطعش سنة؟,لعبة كمبيوتر لسن خمستاشر؟,فيديو لمراهقة ذات خمسة عشر سنة؟,كمبيوتر نزلت لعمر خمسطعشر سنة؟,لعبة نزلت لسن خمستاشر سنة؟,لعبة كومبيوتر لعمر خمسطعش سنة؟,لعبة لواحد بعمر خمسين سنة؟,للكومبوتر لولد عمرو خمس تعشر سنة؟,كمبيوتر لحد عمره خمسطاشر سنة؟,كمبيوتر تناسب عمر خمستاشر سنة؟,لعبة كمبيوتر لولد عمره خمسطعش؟,كمبيوتر حق اللي عمرهم خمسطعش؟,لعبة كمبيوتر لخمسة عشر عام؟,كمبيوتر لشخص عمره خمسطعشر سنة؟,كومبيوتر لولد عمرو خمستاعشر سنة؟,لعبة كمبيوتر لعمر خمستاشر سنة؟,حاسبه لولد بعمغ خمسطعش سني؟,الكمبيوتر لفتى سنه خمسة عشر عاما ؟,لعبة كمبيوتر لخمسة عشر عاما؟,كمبيوتر تصلح لي عندو خمسطاشر عام؟,العاب لشخص عمره خمسة عشر سنة؟,لعبة كمبيوتر لعمر خمسطعشر سنة؟,لعبه بالكمبيوتر ل عمر خمسطعشر سنه؟,الكترونية لوليد عمره خمسطاش سنة؟,الكمبيوتر لي واحد عمره خمسطاش سنه؟,ال طفلة مراهقة عمرها خمسطاش سنة؟
11972,منشوفك بكرة.,هنشوفك بكرة.,غدوة نشوفوك.,نشوفك بكرا.,هنشوفك بكرة.,نشوفك باجر.,نشوفك باجر.,منشوفك بكرا.,حنشوفوك بكرة.,هانشوفك بكره.,منشوفك بكرا.,بنشوفك بكرة.,نشوفك غدا.,حنشوف بكرة.,بنشوفك بكرا.,نشوفك بكرة.,نشوفك غدا.,في الغد .,اشوفك باجر.,نشوفك غدا.,بنشوفك بكرة.,نشوفك بكرا .,عنبسرك بكره.,نشوفوكم غدوة.,نشوفوك غدوه.,نشوفوك غدوة.
11973,مطعم أرخص قريب من هون؟,أقل غلو قريب من هنا؟,ارخص رخيص فالنواحي؟,أرخص شوي قريب من هون؟,من كدة قريب من هنا؟,ارخص قريب منا؟,ارخص قريب منا؟,مطعم أرخص أريب من هون؟,ارخص قريب من هنا؟,ارخص من كده قريب من هنا؟,أرخص قريب من هون؟,ارخص قريب من هني؟,مطعم ارخص قريب من هنا؟,ارخص قريب من هنا؟,أرخص قريب من هون؟,أقل غلاء قريب من هنا؟,مطعم اغخص قغيب هوني؟,أرخص قريب من هنا ؟,مطعم ارخص جريب من هنا؟,مطعم أقل ثمن قريب لهنا؟,ارخص قريب من هنا؟,سعره اقل قريب من هون؟,ارخص قريب من هانا؟,مطعم رخيص هوني؟,مطعم أرخص قريب من هنايا؟,رستوران مرفق هوني؟
11975,شكراً. صرت أحسن.,شكرا. أنا حاسس إنى أحسن.,شكرا. راني نحس بروحي مليح.,شكراً إلك. حاسس حالي أحسن.,متشكر. أنا حاسس نفسى أحسن.,اشكرك. احس احسن.,شكرا. احس بتحسن.,زوء. صرت أحسن.,شكرا. حسني تحسنت.,شكرا. أنا أحسن.,شكراً. حاسس أحسن.,شكراً. احس اني احسن.,شكرا ليك. كنحس بتحسن.,شكرا. احس اني افضل.,شكراً. أنا أحسن.,شكرا. انا حاسي أحسن.,شكرا. اشعر بتحسن.,لك . إنني أشعر بتحسن .,شكرا. انا بخير.,ليك. كنحس براسي دابا احسن شوية.,شكرا. اشعر بتحسن.,الك . حاس حالي احسن .,شكرا. قد انا احسن.,يعيشك. نحس بروحي خير.,صحيت. توا اني احسن.,يعيشك. نحس في روحي خير.
11976,خبز شي؟,أى عيش؟,عندكم الخبز؟,عندك خبز؟,عندك عيش؟,اي خبز؟,عندك خبز؟,عندك خبز؟,أي خبزة؟,عندك عيش؟,عندك خبز؟,عندك خبز؟,عند شي خبز؟,عندك عيش؟,عندك خبز؟,عندك اي عيش؟,عندك اي خبز؟,أي خبز ؟,أي خبز؟,عندك شي خبز؟,عندك خبز؟,عندك خبز؟,اي خبز؟,عندك خبز؟,اي خبزة؟,شوية خبز؟
11977,شلونك عالكمان؟,أد إيه فى الكمنجة؟,المستوى ديالك فالكمان؟,وضعك مع الكمان؟,فى الكمان قد أية؟,شلونك بالكمان؟,انت بالكمان؟,منيح عالكمانجة؟,انت في الكمان؟,ايه في الكمانجة؟,عزفك عالكمان؟,زين في الكمان؟,مزيان فالكمان؟,انت كويس بالكمان؟,شاطر انت بالفيولين؟,اجادتك للكمان؟,مليح انت بالكمان؟,مهارتك في عزف الكمان ؟,زين في الكمان؟,داير مستواك فالكمنجة؟,ادائك في الكمان؟,منيح على الكمان؟,انت بالكمان؟,مستواك على الكامنجة؟,عزفك علي الكمان؟,روحك فالكمنجة باهي؟
11990,تزحلق ووقع بالحمام.,ووقع فى الحمام.,و طاح فالحمام.,تزحلق ووقع بالحمام.,ووقع فى الحمام.,تزحلك ووكع بالحمام.,زلك وطاح بالحمام.,زحط ووأع بالحمام.,و طاح في الحمام.,وقع في الحمام.,تزحلط ووقع بالحمام.,وطاح في الحمام.,زلق وطاح فالحمام.,وطاح في الحمام.,ووقع في الحمام.,و وقع في الحمام.,تزحلق ووقع بالحمام.,صديقي وسقط في الحمام .,وطاح في الحمام.,زلق وطاح فالحمام.,وطاح في الحمام.,و وقع بالحمام .,وادرب للقاع بالحمام.,طاح في بيت البانو.,و طاح في الحمام.,وطاح في دوش.
11991,آخد نفاضة؟,آخد طفاية؟,على مطفآة سجائر؟,ممكن مكتة؟,طفاية سجاير؟,ممكن نفاضه؟,احصل على نفاظة؟,آخد منفضة؟,ناخذ طفاية؟,طفاية سجاير؟,تعطيني صحن سيجارة؟,تعطيني طفاية؟,شي طفية دسجائر؟,طفأية دخان؟,تعطيني متكة؟,اخد طفاية؟,على منفضه مال جكاير؟,مطفأة سجائر .,على طفاية سجاير؟,ناخد شي طفاية؟,على منفضة سجائر؟,اخذ مكتة؟,تدي لي طفايه؟,نلقى نفاضة؟,نحصل طفايه؟,ناخو سندرية؟
11997,وتسكر البلد عن باقي العالم.,والدولة اتقفلت لباقى العالم.,وتم إغلاق البلاد على العالم.,وسكروا المدينة لنهاية العالم.,والبلد كانت قريبة لبقية العالم.,والبلد انغلقت بوجه العالم.,والبلد انغلق عن باقي العالم.,وكان البلد معزول عن بائي العالم.,الدولة انعزلت عن باقي العالم.,والبلد كانت منغزلة عن بقيتة العالم.,وانعزل البلد عن كمالة العالم.,وانعزلت الدولة عن باقي العالم.,تشدات قدام البقية ديال العالم.,والبلد كان مقفل للعالم.,البلد اتسكرت قدام كل العالم.,البلد كانت مقفولة من باقي العالم.,والدوله كانت مغلقه على بقيه العالم.,البلاد بالنسبة لبقية العالم .,وأغلقت البلاد أمام بقية العالم.,البلاد تسدات على باقي العالم.,البلد كان منغلق على بقية العالم.,الدولة سكرت عن باقي العاليم .,غلقت ابوابها على بقيه العالم.,سكروا البلاد على بقية العالم.,البلاد اتسكرت علي العالم التاني.,والبلاد تسكرت للعالم لخر.
12005,شقد بدك؟,عاوز كام؟,راك حاب؟,كم بدك؟,قد أيه؟,شكد تريد؟,شكد تريد؟,أديش بدك؟,كم تبي؟,اد إيه؟,أديش بدك؟,شكثر تبي؟,شحال باغي؟,بكم تباها؟,قديش بدك؟,كم انت؟,اشقد تغيد؟,التي تريدها ؟,جم تبغا؟,من داك الشي؟,كم تبي؟,قديش بدك؟,كم تشتي؟,قداش تحبوا؟,قداش تبي؟,قداش تحب؟
12012,لإلها وإلي نفس الشي.,ليها ونفس الحاجة ليا.,ليها، و نفس الشيء ليا.,إلها ونفس الشي إلي.,ليها ونفس الكلام ليا.,الها ونفس الشي الي.,الها ونفس الشي الي.,لئلا ولئلي كمان.,لها و نفسه ليا انا.,ليها وواحد ليا.,لإلها ونفس الشي إلي.,لها ولي انا بعد.,ليها وليا نفس الشي.,لها وكمان واحد لي.,لالها و زيو لالي.,و نفس الشي لي أنا.,الها واللي نفس الشي.,لها ، وكذلك لي .,لها ونفس الشي حقي.,ليها ونفس الشي ليا.,لها و نفس الشيء لي.,و نفس الشي الي .,لها ونفس الشي لي.,ليلها وكيف كيف ليلي انا.,ليها و نفس الشي ليا.,لها هي وانا زادة كيفكيف.
12033,وأحرف الاسم الأولى هون إذا سمحت.,وامضى بالحرف الأول هنا من فضلك.,هنا و تبصم هنا، من فضلك.,توقع هون؟ ولو سمحت هون أول.,وأمضيه مبدئيآ هنا لو سمحت.,وخلي الاحرف الأولى من اسمك هنا.,هنا؟ و مبدئيا هنا رجاءا.,بتريد كتوب أول حرف من إسمك هون.,لو سمحت وقع بأول حرف من اسمك هنا.,و لو سمحت أول حرف من اسمك هنا.,ورجاءً أول حرف من اسمك هون.,هني؟ وحروف اسمك الأولى هني.,لي هنا؟ وعافاك هنا اولا.,هنا؟ وكمان وقع هنا.,و الأحرف الأولى هون لو سمحت.,هنا؟ و من فضلك بداية هنا.,ورجاءا احرف اسمك الاوليي هوني.,والحروف الأولى من اسمك هنا .,على التوقيع هنا؟ واهني بعد.,هنا؟ وعافاك بالحروف الاولى دسميتك هنا.,هنا؟ و لو سمحت ابتداء هنا.,هون؟ و وقع باسمك الاول .,هانا؟ ولو سمحت الاختصار هانا.,تصحح هوني و تكوشي هوني، يعيشك.,و حروف اسمك الاولات هنايا.,تصحح هوني، إما يعيشك ابدى من هوني.
12035,وتناقشت معك بمواضيع مهمة. شكراً إلك كتير على تعاونك اللطيف.,الرئيسية بتاعتك وإنى أتناقش معاك مناقشات مهمة. شكرا جدا على حسن تعاونك.,ديالكم و كي قدرت نحكي معاك مطولا. صحا بزاف على حسن تعاونك.,وبقاشاتي المهمة معك. شكراً إلك كتير على معاملتك اللطيفة.,في المكتب الرئيسي بتاعك والمناقشات الكبير ة دي معاك. الف شكر على تعاونك الطيب.,ان ازور مكاتبكم الرئيسية واجري نقاشات هامة وياك.,العام وان اتناقش وياك نقاش مثمر. شكراجزيلا لتعاونك اللطيف.,وإني تحدست معك. بشكرك كتير على تعاونك.,المسؤوله و نجري مناقشات جوهرية معاك. شكرا واجد على تعاونكم الكريم.,الإدارة و اشترك في نقاش مهم معاك. اشكرك جدا لتعاونك.,وأجريت مناقشات مهمة معكن. شكراً كتير على تعاونكن الكريم.,دخلت في نقاشات مهمة معاكم. مشكورين على تعاونكم.,وندير مناقشات هامة معاك. شكرا بزاف على التعاون ديالك.,مكتاتبك الرئيسية نقاش ثري معاك. شكرا مرة على تعاونك.,و مناقشتكم بمواضيع مهمة. شكراً كتير على تعاونكم.,الرئيسية و احصل علي نقاش كبير معاك. شكرا ليك كتير لتعاونك الطيب.,الرئيسي واقوم بنقاش جوهري معاكم. شكرا جزيلا لتعاونكم اللطيف.,جرى بيننا من مناقشات مهمة . شكراً جزيلاً على ما أبديتموه من تعاون .,وسويت نقاشات مهمة معاكم. شكرا على تعاونكم الجميل.,المقر ديالك ونتناقش معاك. شكرا بزاف على حسن تعاونك.,الرئيسي و الحظي بنقاش جوعري معك. شكرا جزيلا لتعاونك الجميل.,الرئيسية و اتناقش باشياء مهمة معك . شكرا كثير على تعاونك .,والحصول على مناقشات هامه معك. شكرا لك لتعاونك الكريم.,مقرك و كيف حكيت بارشا معاك. شكرا على التواصل.,الرئيسة و النقاش معاك. شكرا جزيلا علي تعاونك.,وناخذو ونعطيو مع بعضنا. يعيشك نشكرك على معاونتك.
12054,شخيرك عالي.,شخيرك مزعج.,تشخر بزاف.,شخيرك مزعج.,شخيرك مزعج.,شخيرك مزعج.,شخيرك مزعج.,شخيرك مزعج.,تشخيرك مزعج.,شخيرك مزعج.,شخيرك عالي.,شخيرك مزعج.,ديالك مزعج.,شخيرك مزعج.,شخيرك مزعج.,شخيرك مزعج.,شخيرك مزعج.,غطيطك مزعج .,شخيرك مزعج.,كتشخر مجهد.,شخيرك مزعج.,مزعج .,شخارك مزعج.,تشخر بالقوي.,مداير دوشه.,شخيرك يقلق.
12056,اللون بالأخير. بقدر أرجع هاد؟,بعد كل دة. ممكن أرجع دة؟,اللون معجبنيش. نقدر نرجعو؟,حبيت اللون. ممكن أرجع هاد؟,اللون رغم كل حاجة. ممكن أرجعه؟,على اي حال. ممكن ارجع هاي؟,بعد لشي. اكدر ارجع هذا؟,ما حبيت اللون. بقدر رجعو؟,كل حال. نقدر نرد هضا؟,عاجبني اللون برده. ممكن أرجعه؟,باللون. فيني رجع هاد؟,عجبني اللون. يصير ارجع هذي؟,بعد هادشي كامل. ممكن نرجع هادا؟,اللون مرة. اقدر ارجعه؟,اللون من مرة. بقدر أرجعو؟,بعد دا كله. ممكن أرجع دا؟,اللون ابد. اطيق ارجعو؟,على الإطلاق . هلي يمكنني إرجاعها ؟,اللون بعد كل شيء. اقدر اعيده؟,ما عجبنيش هاد اللون. نقدر نرجعو؟,بعد كل ذلك. اقدر ارجع هذا؟,بحب اللون . بقدر ارجع هاد؟,اللون بالنهايه. اقدر ارجع هذا؟,اللون ما عجبنيش. انجم نرجعه؟,ما عجبنيش اللون. نقدر نرده؟,لونمعجبنش. نجم نرجع؟
12057,الباب، واستنا عالموقف رقم ستة.,هناك، واستنى فى محطة رقم ستة.,لهيك، و استنا فالمحطة رقم ستة.,اللي هناك، واستنى عند الموقف رقم ستة.,هناك، وأستنى فى محطة رقم ستة.,هناك وانتظر يم موقف رقم ستة.,الباب، وانتظر يم الوقفة رقم ستة.,اللي هونيك، ونطور بالموقف رقم ستة.,غادي، و راجي عند موقف رقم سته.,هناك، واستنى عند موقف رقم ستة.,الباب، وقف عالموقف رقم ستة.,الباب، وانتظر في المحطة رقم ستة.,الباب، وانتظر في التوقف رقم ستة.,الباب، واستنى في المحطة رقم ستة.,هناك، و استنى عند موقف رقم ستة.,هناك، و انتظر في الموقف رقم ستة.,هنوك، وانتظر عند الموقف رقم سته.,، وانتظر عند المحطة رقم ستة .,الباب هناك، والانتظار في رقم ستة.,الباب، وتسنى فالمحطة رقم ستة.,هناك، و اصبر في الموقف رقم ستة.,هناك، و استنى عند نقطة التوقف ستة .,اللي هاناك، وراعي بالنقطه رقم خمسه.,واستنى في الموقف عدد ستة.,غادي، و استنى عند المحطة رقم سته.,غادي، و وقف نومرو ستة.
12060,مشوي، إذا سمحت.,مشوية، لو سمحت.,المشوي، من فضلك.,مشوي، لو سمحت.,مشوية، لو سمحت.,مشوي، رجاءً.,مشوي، رجاءا.,مشوي، إزا بتريد.,محمر، لو سمحت.,مشوية، من فضلك.,مشوي، لو سمحت.,مشوي، لو سمحت.,المشوي، عافاك.,مشوي، لو سمحت.,مشوي، لو سمحت.,مشوي، من فضلك.,مشوي، رجاءا.,، من فضلك .,المشوي، من فضلك.,محمر، عافاك.,مشوي لو سمحت.,لو سمحت .,مشوي، لو سمحت.,مصلي، يعيشك.,محمر، من فضلك.,مشوي، يعيشك.
12069,تعطيني فليفلة؟,آخد فلفل؟,نتحصل على الفلفل؟,ممكن فلفل؟,شوية فلفل؟,شوية فلفل؟,احصل على فلفل؟,آخد شوية بهار؟,ناخذ شوية أوراق؟,شوية فلفل اسود؟,تعطيني شوية فلفل؟,تعطيني فلفل؟,شوية ديال الفلفل؟,اخذ فلفل اسود؟,تعطيني شوية فلفل؟,على بعض الفلفل؟,اخذ شويه فلفل؟,في بعض الفلفل ؟,على بعض الفلفل؟,ناخد شوية ديال لبزار؟,احصل على ورق؟,اخذ شوية فلفل؟,شويه بيبار؟,ناخذ فلفل؟,ناخد شوية فلفل؟,نخو شوية فلفل؟
12074,بدي شي أقراه.,عاوز حاجة أقراها.,حاب كاش حاجة نقراها.,حابب اقرأ إشي.,كنت عايز أقراها.,فد شي اقراه.,اريد شي اقراه.,بدي شي إئرا.,نبي حاجة نقراها.,عايز حاجة اقراها.,بدي شي اقرؤه.,بغيت شي اقراه.,نقرا شي حاجة.,أبا شيء اقراه.,بدي اشي أقرأو.,داير حاجة اقراها.,اغيد شي اقرانو.,شيئاً أقرؤه .,ابغا اقرا شي.,شي حاجة نقراها.,ابغى شيء اقرأه.,اشي اقرأو .,اشتي حاجه اقراها.,نحب حاجة نقراها.,نبي حاجه نقراها.,نحب حاجة نقراها.
